history_id,customer_id,old_plan_id,new_plan_id,change_date,change_reason
PH0000433,C0000434,PL018,PL023,16-03-2021,Customer Request
PH0000434,C0000437,PL022,PL024,19-02-2016,Downgrade
PH0000435,C0000438,PL006,PL003,12-01-2019,Upgrade
PH0000436,C0000439,PL005,PL012,10-09-2015,Downgrade
PH0000437,C0000439,PL012,PL010,25-09-2019,Offer Migration
PH0000438,C0000441,PL006,PL007,03-02-2015,Downgrade
PH0000439,C0000441,PL007,PL024,06-10-2018,Customer Request
PH0000440,C0000441,PL024,PL011,27-02-2014,Offer Migration
PH0000441,C0000442,PL007,PL013,05-07-2022,Customer Request
PH0000442,C0000442,PL013,PL015,15-08-2021,Customer Request
PH0000443,C0000442,PL015,PL012,26-02-2021,Offer Migration
PH0000444,C0000443,PL003,PL001,29-07-2023,Offer Migration
PH0000445,C0000443,PL001,PL018,18-10-2021,Upgrade
PH0000446,C0000449,PL002,PL002,29-05-2023,Customer Request
PH0000447,C0000449,PL002,PL013,26-08-2016,Customer Request
PH0000448,C0000449,PL013,PL018,18-05-2017,Downgrade
PH0000449,C0000453,PL003,PL007,05-04-2021,Offer Migration
PH0000450,C0000453,PL007,PL018,15-08-2018,Downgrade
PH0000451,C0000453,PL018,PL002,16-09-2019,Upgrade
PH0000452,C0000454,PL002,PL011,14-05-2024,Upgrade
PH0000453,C0000458,PL013,PL014,01-04-2023,Customer Request
PH0000454,C0000458,PL014,PL006,20-09-2023,Offer Migration
PH0000455,C0000459,PL006,PL014,31-05-2025,Customer Request
PH0000456,C0000459,PL014,PL012,12-05-2022,Customer Request
PH0000457,C0000459,PL012,PL001,08-09-2022,Upgrade
PH0000458,C0000461,PL002,PL022,24-11-2021,Offer Migration
PH0000459,C0000461,PL022,PL004,04-05-2022,Customer Request
PH0000460,C0000463,PL003,PL024,10-05-2018,Customer Request
PH0000461,C0000463,PL024,PL020,20-12-2021,Customer Request
PH0000462,C0000466,PL001,PL012,19-02-2023,Offer Migration
PH0000463,C0000467,PL009,PL013,26-04-2020,Upgrade
PH0000464,C0000467,PL013,PL012,16-01-2022,Upgrade
PH0000465,C0000467,PL012,PL012,13-09-2022,Offer Migration
PH0000466,C0000469,PL004,PL001,28-03-2024,Offer Migration
PH0000467,C0000472,PL009,PL025,13-11-2019,Upgrade
PH0000468,C0000473,PL011,PL017,09-12-2021,Downgrade
PH0000469,C0000473,PL017,PL008,13-09-2018,Upgrade
PH0000470,C0000474,PL004,PL004,11-04-2024,Customer Request
PH0000471,C0000474,PL004,PL023,16-05-2019,Upgrade
PH0000472,C0000478,PL006,PL005,30-10-2021,Upgrade
PH0000473,C0000480,PL001,PL022,09-07-2022,Offer Migration
PH0000474,C0000481,PL019,PL001,23-05-2017,Customer Request
PH0000475,C0000481,PL001,PL025,13-12-2023,Upgrade
PH0000476,C0000481,PL025,PL006,23-06-2020,Customer Request
PH0000477,C0000486,PL003,PL012,21-04-2021,Upgrade
PH0000478,C0000486,PL012,PL016,07-02-2024,Customer Request
PH0000479,C0000486,PL016,PL008,28-11-2022,Customer Request
PH0000480,C0000487,PL004,PL005,03-07-2022,Offer Migration
PH0000481,C0000487,PL005,PL020,18-05-2024,Upgrade
PH0000482,C0000487,PL020,PL023,13-03-2024,Customer Request
PH0000483,C0000489,PL008,PL014,15-06-2021,Offer Migration
PH0000484,C0000489,PL014,PL018,28-08-2023,Offer Migration
PH0000485,C0000489,PL018,PL013,26-03-2022,Customer Request
PH0000486,C0000490,PL021,PL006,14-08-2023,Customer Request
PH0000487,C0000490,PL006,PL008,29-11-2021,Offer Migration
PH0000488,C0000492,PL005,PL021,07-01-2023,Offer Migration
PH0000489,C0000492,PL021,PL020,24-06-2025,Upgrade
PH0000490,C0000499,PL016,PL014,18-07-2021,Offer Migration
PH0000491,C0000499,PL014,PL023,16-11-2022,Downgrade
PH0000492,C0000499,PL023,PL022,24-01-2024,Upgrade
PH0000493,C0000504,PL004,PL012,13-08-2022,Upgrade
PH0000494,C0000505,PL010,PL017,24-08-2017,Offer Migration
PH0000495,C0000507,PL004,PL015,06-12-2022,Upgrade
PH0000496,C0000507,PL015,PL014,05-07-2022,Customer Request
PH0000497,C0000508,PL013,PL008,10-07-2014,Downgrade
PH0000498,C0000508,PL008,PL002,13-01-2018,Upgrade
PH0000499,C0000509,PL002,PL019,14-02-2016,Downgrade
PH0000500,C0000511,PL002,PL021,30-06-2021,Upgrade
PH0000501,C0000511,PL021,PL016,23-12-2022,Customer Request
PH0000502,C0000511,PL016,PL013,24-05-2021,Offer Migration
PH0000503,C0000517,PL008,PL016,19-11-2021,Customer Request
PH0000504,C0000518,PL008,PL019,05-10-2023,Customer Request
PH0000505,C0000521,PL009,PL011,24-08-2021,Downgrade
PH0000506,C0000521,PL011,PL024,28-06-2022,Downgrade
PH0000507,C0000523,PL004,PL015,27-09-2025,Upgrade
PH0000508,C0000523,PL015,PL024,08-11-2025,Upgrade
PH0000509,C0000523,PL024,PL004,21-11-2025,Upgrade
PH0000510,C0000524,PL002,PL005,17-05-2019,Offer Migration
PH0000511,C0000524,PL005,PL008,01-10-2020,Downgrade
PH0000512,C0000525,PL022,PL018,20-09-2022,Offer Migration
PH0000513,C0000527,PL013,PL009,21-01-2025,Downgrade
PH0000514,C0000527,PL009,PL018,06-06-2024,Downgrade
PH0000515,C0000527,PL018,PL024,02-12-2023,Downgrade
PH0000516,C0000529,PL004,PL012,14-01-2021,Downgrade
PH0000517,C0000533,PL020,PL016,22-04-2021,Downgrade
PH0000518,C0000533,PL016,PL015,13-11-2019,Upgrade
PH0000519,C0000533,PL015,PL016,05-04-2021,Offer Migration
PH0000520,C0000535,PL002,PL021,14-04-2024,Downgrade
PH0000521,C0000536,PL001,PL020,18-07-2025,Downgrade
PH0000522,C0000537,PL002,PL016,11-06-2017,Downgrade
PH0000523,C0000541,PL015,PL016,23-02-2016,Downgrade
PH0000524,C0000541,PL016,PL017,24-04-2014,Offer Migration
PH0000525,C0000542,PL002,PL009,20-07-2025,Offer Migration
PH0000526,C0000545,PL006,PL018,06-10-2023,Upgrade
PH0000527,C0000545,PL018,PL020,05-08-2021,Customer Request
PH0000528,C0000545,PL020,PL009,09-12-2021,Downgrade
PH0000529,C0000546,PL004,PL008,09-04-2022,Downgrade
PH0000530,C0000546,PL008,PL012,14-09-2024,Upgrade
PH0000531,C0000548,PL011,PL001,20-08-2014,Customer Request
PH0000532,C0000548,PL001,PL004,01-08-2014,Offer Migration
PH0000533,C0000549,PL013,PL019,02-08-2021,Downgrade
PH0000534,C0000549,PL019,PL007,22-06-2020,Offer Migration
PH0000535,C0000551,PL009,PL015,18-07-2025,Offer Migration
PH0000536,C0000551,PL015,PL008,16-09-2025,Downgrade
PH0000537,C0000552,PL004,PL011,05-01-2023,Customer Request
PH0000538,C0000553,PL021,PL015,23-08-2024,Downgrade
PH0000539,C0000553,PL015,PL025,16-03-2024,Customer Request
PH0000540,C0000554,PL014,PL004,05-06-2024,Upgrade
PH0000541,C0000554,PL004,PL015,11-06-2022,Upgrade
PH0000542,C0000557,PL001,PL023,04-09-2025,Customer Request
PH0000543,C0000557,PL023,PL004,26-08-2025,Offer Migration
PH0000544,C0000560,PL002,PL011,10-02-2023,Upgrade
PH0000545,C0000560,PL011,PL015,19-06-2020,Customer Request
PH0000546,C0000562,PL006,PL023,13-05-2020,Customer Request
PH0000547,C0000562,PL023,PL023,03-11-2018,Offer Migration
PH0000548,C0000562,PL023,PL013,12-03-2022,Offer Migration
PH0000549,C0000563,PL019,PL020,26-09-2024,Downgrade
PH0000550,C0000563,PL020,PL007,21-06-2024,Offer Migration
PH0000551,C0000564,PL004,PL022,26-03-2020,Upgrade
PH0000552,C0000564,PL022,PL007,28-05-2022,Customer Request
PH0000553,C0000564,PL007,PL015,30-11-2024,Downgrade
PH0000554,C0000565,PL001,PL015,18-11-2021,Downgrade
PH0000555,C0000565,PL015,PL006,23-05-2022,Upgrade
PH0000556,C0000566,PL015,PL024,08-03-2014,Upgrade
PH0000557,C0000568,PL014,PL010,15-06-2019,Downgrade
PH0000558,C0000569,PL002,PL009,17-12-2024,Customer Request
PH0000559,C0000569,PL009,PL012,20-04-2024,Offer Migration
PH0000560,C0000569,PL012,PL020,27-02-2024,Offer Migration
PH0000561,C0000571,PL017,PL001,21-05-2022,Downgrade
PH0000562,C0000571,PL001,PL007,06-04-2024,Offer Migration
PH0000563,C0000571,PL007,PL018,14-12-2022,Offer Migration
PH0000564,C0000573,PL018,PL017,03-09-2023,Customer Request
PH0000565,C0000573,PL017,PL003,30-09-2023,Customer Request
PH0000566,C0000574,PL018,PL006,10-10-2023,Offer Migration
PH0000567,C0000574,PL006,PL021,09-02-2020,Offer Migration
PH0000568,C0000574,PL021,PL023,26-03-2016,Offer Migration
PH0000569,C0000575,PL007,PL020,03-06-2022,Customer Request
PH0000570,C0000575,PL020,PL023,07-03-2024,Upgrade
PH0000571,C0000581,PL006,PL005,13-06-2014,Downgrade
PH0000572,C0000581,PL005,PL002,12-01-2018,Downgrade
PH0000573,C0000582,PL018,PL017,16-10-2025,Upgrade
PH0000574,C0000582,PL017,PL004,23-12-2025,Offer Migration
PH0000575,C0000582,PL004,PL021,04-06-2025,Customer Request
PH0000576,C0000584,PL003,PL018,14-10-2023,Downgrade
PH0000577,C0000584,PL018,PL007,05-09-2024,Upgrade
PH0000578,C0000584,PL007,PL016,02-06-2021,Offer Migration
PH0000579,C0000586,PL023,PL017,01-07-2022,Offer Migration
PH0000580,C0000586,PL017,PL019,03-06-2022,Upgrade
PH0000581,C0000586,PL019,PL010,03-02-2021,Downgrade
PH0000582,C0000587,PL012,PL019,08-08-2025,Customer Request
PH0000583,C0000590,PL002,PL013,12-07-2023,Downgrade
PH0000584,C0000591,PL020,PL014,06-03-2025,Upgrade
PH0000585,C0000592,PL017,PL008,23-05-2023,Upgrade
PH0000586,C0000592,PL008,PL003,03-08-2020,Downgrade
PH0000587,C0000593,PL017,PL017,22-10-2023,Downgrade
PH0000588,C0000593,PL017,PL006,26-12-2021,Downgrade
PH0000589,C0000594,PL009,PL017,04-06-2023,Offer Migration
PH0000590,C0000594,PL017,PL018,31-07-2024,Upgrade
PH0000591,C0000597,PL017,PL002,21-04-2022,Upgrade
PH0000592,C0000598,PL007,PL020,07-01-2025,Offer Migration
PH0000593,C0000598,PL020,PL018,31-03-2025,Upgrade
PH0000594,C0000598,PL018,PL018,08-04-2025,Upgrade
PH0000595,C0000599,PL010,PL011,07-09-2024,Offer Migration
PH0000596,C0000605,PL018,PL021,13-09-2024,Customer Request
PH0000597,C0000606,PL012,PL014,07-03-2025,Offer Migration
PH0000598,C0000606,PL014,PL004,27-07-2025,Upgrade
PH0000599,C0000606,PL004,PL022,10-10-2025,Offer Migration
PH0000600,C0000607,PL016,PL024,19-08-2025,Upgrade
PH0000601,C0000607,PL024,PL004,29-03-2025,Upgrade
PH0000602,C0000608,PL006,PL016,09-12-2016,Upgrade
PH0000603,C0000609,PL005,PL025,17-02-2024,Customer Request
PH0000604,C0000612,PL024,PL010,23-10-2020,Downgrade
PH0000605,C0000612,PL010,PL001,26-03-2020,Offer Migration
PH0000606,C0000612,PL001,PL017,05-03-2018,Downgrade
PH0000607,C0000613,PL006,PL004,18-12-2021,Offer Migration
PH0000608,C0000614,PL005,PL013,02-08-2024,Upgrade
PH0000609,C0000614,PL013,PL025,10-06-2024,Downgrade
PH0000610,C0000614,PL025,PL005,15-08-2025,Upgrade
PH0000611,C0000615,PL001,PL001,03-02-2024,Customer Request
PH0000612,C0000616,PL019,PL009,09-03-2022,Offer Migration
PH0000613,C0000617,PL006,PL002,19-06-2024,Downgrade
PH0000614,C0000618,PL011,PL005,19-02-2023,Downgrade
PH0000615,C0000618,PL005,PL022,09-12-2023,Downgrade
PH0000616,C0000620,PL002,PL001,28-10-2019,Downgrade
PH0000617,C0000622,PL005,PL014,02-02-2020,Downgrade
PH0000618,C0000622,PL014,PL011,08-09-2016,Downgrade
PH0000619,C0000624,PL002,PL011,07-07-2024,Offer Migration
PH0000620,C0000624,PL011,PL004,17-08-2024,Offer Migration
PH0000621,C0000625,PL006,PL020,18-05-2023,Offer Migration
PH0000622,C0000627,PL001,PL008,11-06-2020,Customer Request
PH0000623,C0000627,PL008,PL013,26-02-2018,Customer Request
PH0000624,C0000627,PL013,PL010,29-03-2017,Upgrade
PH0000625,C0000631,PL008,PL006,12-11-2020,Offer Migration
PH0000626,C0000631,PL006,PL004,22-07-2023,Offer Migration
PH0000627,C0000632,PL009,PL008,05-05-2024,Offer Migration
PH0000628,C0000633,PL018,PL014,01-02-2023,Upgrade
PH0000629,C0000633,PL014,PL004,18-08-2024,Upgrade
PH0000630,C0000638,PL010,PL003,25-06-2019,Downgrade
PH0000631,C0000638,PL003,PL015,23-06-2017,Downgrade
PH0000632,C0000639,PL007,PL023,03-08-2025,Customer Request
PH0000633,C0000639,PL023,PL006,08-09-2025,Offer Migration
PH0000634,C0000640,PL016,PL001,15-10-2020,Upgrade
PH0000635,C0000640,PL001,PL021,20-08-2020,Upgrade
PH0000636,C0000641,PL002,PL005,11-04-2024,Upgrade
PH0000637,C0000642,PL017,PL016,08-02-2023,Downgrade
PH0000638,C0000643,PL014,PL018,26-10-2025,Offer Migration
PH0000639,C0000643,PL018,PL008,15-10-2025,Offer Migration
PH0000640,C0000644,PL018,PL016,12-03-2020,Upgrade
PH0000641,C0000644,PL016,PL014,12-10-2018,Customer Request
PH0000642,C0000645,PL012,PL020,22-03-2016,Offer Migration
PH0000643,C0000648,PL019,PL009,09-06-2024,Customer Request
PH0000644,C0000648,PL009,PL011,22-10-2023,Upgrade
PH0000645,C0000652,PL002,PL024,11-06-2021,Downgrade
PH0000646,C0000653,PL002,PL013,20-04-2022,Downgrade
PH0000647,C0000657,PL023,PL022,07-07-2024,Offer Migration
PH0000648,C0000659,PL003,PL025,25-08-2024,Downgrade
PH0000649,C0000659,PL025,PL005,05-05-2024,Downgrade
PH0000650,C0000663,PL006,PL019,02-12-2023,Downgrade
PH0000651,C0000663,PL019,PL015,18-11-2024,Upgrade
PH0000652,C0000667,PL005,PL001,06-07-2023,Customer Request
PH0000653,C0000669,PL005,PL002,31-01-2021,Customer Request
PH0000654,C0000669,PL002,PL007,21-04-2022,Offer Migration
PH0000655,C0000672,PL002,PL011,02-01-2022,Customer Request
PH0000656,C0000672,PL011,PL018,04-03-2021,Downgrade
PH0000657,C0000680,PL008,PL016,20-01-2023,Upgrade
PH0000658,C0000681,PL005,PL019,25-12-2021,Offer Migration
PH0000659,C0000682,PL006,PL016,29-07-2024,Downgrade
PH0000660,C0000682,PL016,PL002,14-05-2022,Downgrade
PH0000661,C0000683,PL020,PL012,11-08-2019,Offer Migration
PH0000662,C0000685,PL001,PL004,25-04-2025,Upgrade
PH0000663,C0000685,PL004,PL009,09-07-2023,Downgrade
PH0000664,C0000686,PL003,PL006,06-10-2017,Upgrade
PH0000665,C0000687,PL013,PL024,03-05-2024,Downgrade
PH0000666,C0000687,PL024,PL017,18-02-2024,Offer Migration
PH0000667,C0000687,PL017,PL005,18-06-2025,Offer Migration
PH0000668,C0000688,PL018,PL008,14-10-2024,Customer Request
PH0000669,C0000688,PL008,PL020,02-11-2022,Downgrade
PH0000670,C0000688,PL020,PL005,09-04-2023,Downgrade
PH0000671,C0000689,PL016,PL005,18-07-2024,Downgrade
PH0000672,C0000691,PL001,PL025,31-05-2021,Upgrade
PH0000673,C0000694,PL010,PL015,19-08-2017,Downgrade
PH0000674,C0000695,PL012,PL012,07-02-2024,Downgrade
PH0000675,C0000695,PL012,PL022,19-08-2025,Downgrade
PH0000676,C0000695,PL022,PL022,15-04-2025,Downgrade
PH0000677,C0000696,PL021,PL002,14-07-2014,Customer Request
PH0000678,C0000696,PL002,PL017,22-01-2019,Upgrade
PH0000679,C0000696,PL017,PL010,24-01-2020,Upgrade
PH0000680,C0000698,PL003,PL024,18-03-2015,Downgrade
PH0000681,C0000698,PL024,PL002,19-01-2016,Customer Request
PH0000682,C0000698,PL002,PL014,15-02-2022,Upgrade
PH0000683,C0000702,PL020,PL010,09-05-2016,Downgrade
PH0000684,C0000705,PL003,PL002,28-06-2018,Upgrade
PH0000685,C0000705,PL002,PL005,23-08-2022,Downgrade
PH0000686,C0000705,PL005,PL019,12-08-2020,Customer Request
PH0000687,C0000707,PL005,PL016,18-01-2020,Downgrade
PH0000688,C0000707,PL016,PL006,16-03-2021,Offer Migration
PH0000689,C0000707,PL006,PL015,23-08-2015,Offer Migration
PH0000690,C0000708,PL011,PL015,02-04-2019,Upgrade
PH0000691,C0000709,PL018,PL003,20-09-2018,Downgrade
PH0000692,C0000709,PL003,PL009,04-09-2024,Offer Migration
PH0000693,C0000709,PL009,PL003,02-10-2023,Downgrade
PH0000694,C0000710,PL003,PL022,14-07-2022,Downgrade
PH0000695,C0000711,PL004,PL002,22-12-2021,Upgrade
PH0000696,C0000712,PL024,PL020,23-01-2015,Upgrade
PH0000697,C0000712,PL020,PL017,18-01-2018,Offer Migration
PH0000698,C0000712,PL017,PL008,05-10-2018,Customer Request
PH0000699,C0000713,PL012,PL002,21-12-2024,Offer Migration
PH0000700,C0000713,PL002,PL022,01-03-2022,Customer Request
PH0000701,C0000714,PL004,PL018,10-10-2023,Downgrade
PH0000702,C0000714,PL018,PL005,10-06-2019,Downgrade
PH0000703,C0000715,PL004,PL008,16-08-2020,Downgrade
PH0000704,C0000715,PL008,PL013,01-05-2018,Customer Request
PH0000705,C0000716,PL025,PL025,03-12-2024,Downgrade
PH0000706,C0000718,PL014,PL019,19-09-2025,Offer Migration
PH0000707,C0000718,PL019,PL022,02-09-2025,Upgrade
PH0000708,C0000722,PL002,PL010,26-07-2025,Customer Request
PH0000709,C0000722,PL010,PL008,04-07-2025,Upgrade
PH0000710,C0000725,PL021,PL025,14-02-2019,Offer Migration
PH0000711,C0000725,PL025,PL014,07-11-2020,Downgrade
PH0000712,C0000726,PL023,PL015,10-10-2023,Upgrade
PH0000713,C0000726,PL015,PL022,04-02-2024,Customer Request
PH0000714,C0000726,PL022,PL007,26-01-2023,Customer Request
PH0000715,C0000727,PL004,PL025,16-04-2025,Upgrade
PH0000716,C0000727,PL025,PL010,13-06-2025,Downgrade
PH0000717,C0000727,PL010,PL010,29-06-2024,Offer Migration
PH0000718,C0000731,PL012,PL020,21-07-2025,Downgrade
PH0000719,C0000731,PL020,PL006,18-11-2025,Offer Migration
PH0000720,C0000731,PL006,PL009,30-06-2025,Upgrade
PH0000721,C0000732,PL021,PL006,23-04-2021,Offer Migration
PH0000722,C0000732,PL006,PL003,21-04-2016,Customer Request
PH0000723,C0000732,PL003,PL020,03-02-2015,Customer Request
PH0000724,C0000735,PL002,PL009,13-09-2020,Offer Migration
PH0000725,C0000737,PL003,PL009,04-05-2025,Downgrade
PH0000726,C0000737,PL009,PL020,06-10-2022,Customer Request
PH0000727,C0000737,PL020,PL022,25-09-2024,Offer Migration
PH0000728,C0000739,PL017,PL001,15-05-2017,Upgrade
PH0000729,C0000740,PL009,PL010,17-10-2025,Downgrade
PH0000730,C0000742,PL001,PL005,24-07-2021,Customer Request
PH0000731,C0000742,PL005,PL006,24-01-2021,Offer Migration
PH0000732,C0000742,PL006,PL001,12-12-2021,Downgrade
PH0000733,C0000743,PL008,PL017,14-06-2023,Upgrade
PH0000734,C0000745,PL001,PL019,20-12-2019,Offer Migration
PH0000735,C0000745,PL019,PL015,11-01-2022,Customer Request
PH0000736,C0000747,PL001,PL020,13-03-2019,Downgrade
PH0000737,C0000747,PL020,PL013,14-08-2018,Customer Request
PH0000738,C0000748,PL018,PL004,07-08-2023,Customer Request
PH0000739,C0000751,PL003,PL016,18-11-2021,Downgrade
PH0000740,C0000755,PL003,PL024,06-11-2024,Customer Request
PH0000741,C0000755,PL024,PL024,26-09-2023,Downgrade
PH0000742,C0000756,PL004,PL013,07-03-2021,Upgrade
PH0000743,C0000756,PL013,PL001,19-05-2023,Upgrade
PH0000744,C0000756,PL001,PL013,12-10-2024,Upgrade
PH0000745,C0000757,PL002,PL019,01-01-2023,Downgrade
PH0000746,C0000757,PL019,PL003,02-03-2020,Offer Migration
PH0000747,C0000757,PL003,PL014,01-11-2015,Offer Migration
PH0000748,C0000760,PL016,PL019,16-02-2025,Downgrade
PH0000749,C0000760,PL019,PL007,17-02-2024,Offer Migration
PH0000750,C0000767,PL018,PL022,30-01-2021,Offer Migration
PH0000751,C0000767,PL022,PL011,02-08-2024,Downgrade
PH0000752,C0000768,PL005,PL011,30-04-2014,Upgrade
PH0000753,C0000768,PL011,PL001,07-05-2023,Customer Request
PH0000754,C0000771,PL003,PL021,22-02-2019,Downgrade
PH0000755,C0000773,PL010,PL014,11-03-2024,Upgrade
PH0000756,C0000773,PL014,PL002,13-06-2023,Upgrade
PH0000757,C0000773,PL002,PL018,13-01-2022,Customer Request
PH0000758,C0000774,PL005,PL006,09-02-2019,Customer Request
PH0000759,C0000775,PL003,PL011,02-08-2025,Downgrade
PH0000760,C0000775,PL011,PL010,12-11-2025,Customer Request
PH0000761,C0000780,PL001,PL016,31-07-2021,Upgrade
PH0000762,C0000782,PL010,PL011,25-08-2021,Offer Migration
PH0000763,C0000782,PL011,PL014,31-01-2024,Downgrade
PH0000764,C0000783,PL007,PL025,19-02-2015,Downgrade
PH0000765,C0000783,PL025,PL017,30-09-2021,Offer Migration
PH0000766,C0000784,PL002,PL013,23-06-2023,Customer Request
PH0000767,C0000786,PL023,PL007,04-09-2023,Offer Migration
PH0000768,C0000786,PL007,PL021,02-01-2023,Upgrade
PH0000769,C0000787,PL006,PL009,26-05-2023,Customer Request
PH0000770,C0000787,PL009,PL010,04-03-2016,Upgrade
PH0000771,C0000789,PL001,PL016,02-06-2025,Offer Migration
PH0000772,C0000789,PL016,PL013,26-09-2024,Downgrade
PH0000773,C0000791,PL005,PL022,21-07-2019,Customer Request
PH0000774,C0000791,PL022,PL018,19-02-2017,Upgrade
PH0000775,C0000791,PL018,PL009,26-06-2022,Upgrade
PH0000776,C0000795,PL014,PL011,04-04-2023,Downgrade
PH0000777,C0000798,PL005,PL016,09-03-2017,Customer Request
PH0000778,C0000798,PL016,PL010,26-03-2024,Downgrade
PH0000779,C0000798,PL010,PL004,28-06-2024,Offer Migration
PH0000780,C0000800,PL023,PL019,01-10-2020,Downgrade
PH0000781,C0000800,PL019,PL004,03-03-2023,Upgrade
PH0000782,C0000801,PL013,PL021,26-06-2025,Offer Migration
PH0000783,C0000801,PL021,PL011,04-05-2025,Offer Migration
PH0000784,C0000806,PL018,PL014,26-03-2014,Downgrade
PH0000785,C0000806,PL014,PL004,07-04-2022,Offer Migration
PH0000786,C0000807,PL017,PL019,10-12-2022,Upgrade
PH0000787,C0000807,PL019,PL002,06-10-2023,Offer Migration
PH0000788,C0000807,PL002,PL024,24-01-2021,Offer Migration
PH0000789,C0000808,PL007,PL013,15-11-2018,Downgrade
PH0000790,C0000809,PL004,PL015,13-10-2024,Offer Migration
PH0000791,C0000809,PL015,PL021,09-04-2024,Offer Migration
PH0000792,C0000810,PL006,PL025,19-05-2025,Upgrade
PH0000793,C0000810,PL025,PL023,10-12-2025,Downgrade
PH0000794,C0000810,PL023,PL024,08-08-2025,Offer Migration
PH0000795,C0000813,PL004,PL020,15-11-2019,Upgrade
PH0000796,C0000813,PL020,PL025,28-03-2023,Downgrade
PH0000797,C0000813,PL025,PL015,04-09-2017,Customer Request
PH0000798,C0000814,PL003,PL001,08-07-2024,Upgrade
PH0000799,C0000814,PL001,PL009,05-04-2021,Offer Migration
PH0000800,C0000816,PL003,PL007,07-06-2019,Upgrade
PH0000801,C0000817,PL004,PL004,04-02-2021,Upgrade
PH0000802,C0000817,PL004,PL013,31-05-2021,Upgrade
PH0000803,C0000818,PL021,PL025,27-01-2026,Offer Migration
PH0000804,C0000818,PL025,PL020,05-12-2025,Customer Request
PH0000805,C0000818,PL020,PL001,15-12-2025,Customer Request
PH0000806,C0000819,PL003,PL014,07-12-2017,Downgrade
PH0000807,C0000819,PL014,PL014,13-04-2018,Offer Migration
PH0000808,C0000819,PL014,PL016,09-01-2018,Downgrade
PH0000809,C0000821,PL009,PL016,22-09-2021,Upgrade
PH0000810,C0000821,PL016,PL017,04-10-2021,Customer Request
PH0000811,C0000821,PL017,PL013,29-07-2021,Offer Migration
PH0000812,C0000822,PL003,PL001,18-12-2024,Offer Migration
PH0000813,C0000822,PL001,PL022,01-04-2023,Customer Request
PH0000814,C0000823,PL001,PL001,18-02-2025,Offer Migration
PH0000815,C0000823,PL001,PL007,28-07-2024,Downgrade
PH0000816,C0000823,PL007,PL022,25-07-2024,Offer Migration
PH0000817,C0000824,PL003,PL016,27-03-2025,Downgrade
PH0000818,C0000826,PL001,PL004,27-01-2018,Upgrade
PH0000819,C0000826,PL004,PL004,24-05-2018,Customer Request
PH0000820,C0000827,PL012,PL025,10-06-2023,Upgrade
PH0000821,C0000827,PL025,PL006,10-11-2024,Offer Migration
PH0000822,C0000831,PL016,PL016,05-03-2018,Upgrade
