device_id,customer_id,brand,model,device_type,device_price_inr,purchase_date,imei
DEV0000312,C0000312,NexaTel,IoT Hub,IoT Device,1999,31-12-2018,329657498431911
DEV0000313,C0000313,Lumen,L Max,Smartphone,41999,24-08-2024,959052263285968
DEV0000314,C0000314,Orbit,O7,Smartphone,15999,30-01-2014,591941015781367
DEV0000315,C0000315,Orbit,O9 Pro,Smartphone,27999,23-01-2014,859801473625591
DEV0000316,C0000316,NexaTel,Fiber Gateway,Router,3499,28-02-2016,044624250010194
DEV0000317,C0000317,NexaTel,Smart Cam,IoT Device,2999,05-01-2015,563508042287255
DEV0000318,C0000318,Nexus,Aura Pro,Smartphone,32999,23-06-2023,165083935651099
DEV0000319,C0000319,Lumen,L Max,Smartphone,41999,08-12-2023,346701373385658
DEV0000320,C0000320,NexaTel,Smart Cam,IoT Device,2999,03-02-2026,431616389485717
DEV0000321,C0000321,Lumen,L Max,Smartphone,41999,15-09-2021,103259788710199
DEV0000322,C0000322,Zenith,Z Flip,Smartphone,54999,01-04-2018,666154116609142
DEV0000323,C0000323,NexaTel,Smart Sensor,IoT Device,899,10-08-2023,595472895686611
DEV0000324,C0000324,Orbit,O9 Pro,Smartphone,27999,12-05-2020,492615894935632
DEV0000325,C0000325,Voltic,V20,Smartphone,12999,26-03-2014,490841785944868
DEV0000326,C0000326,Lumen,L Max,Smartphone,41999,06-11-2019,603924588858427
DEV0000327,C0000327,Nexus,Aura 5G,Smartphone,18999,01-11-2017,780107362993250
DEV0000328,C0000328,Zenith,Z Flip,Smartphone,54999,20-02-2020,261606228423421
DEV0000329,C0000329,Nexus,Aura 5G,Smartphone,18999,03-02-2021,734345231146082
DEV0000330,C0000330,Orbit,O9 Pro,Smartphone,27999,07-11-2019,607765760436839
DEV0000331,C0000331,NexaTel,Home Router AX,Router,2499,11-09-2022,895268436926595
DEV0000332,C0000332,Lumen,L Max,Smartphone,41999,23-09-2014,285149719899320
DEV0000333,C0000333,Nexus,Aura 5G,Smartphone,18999,13-03-2025,792848510792156
DEV0000334,C0000334,Voltic,V20,Smartphone,12999,23-02-2017,928448082954530
DEV0000335,C0000335,Nexus,Aura 5G,Smartphone,18999,24-02-2015,127814364742799
DEV0000336,C0000336,Nexus,Aura Pro,Smartphone,32999,24-03-2014,614500935779183
DEV0000337,C0000337,Lumen,L Max,Smartphone,41999,22-01-2021,669690708871962
DEV0000338,C0000338,Orbit,O9 Pro,Smartphone,27999,09-01-2016,261732133247536
DEV0000339,C0000339,Orbit,O7,Smartphone,15999,31-01-2025,623247336892172
DEV0000340,C0000340,Orbit,O9 Pro,Smartphone,27999,24-12-2014,807421876929587
DEV0000341,C0000341,NexaTel,Fiber Gateway,Router,3499,13-06-2014,642954972356253
DEV0000342,C0000342,Voltic,V20,Smartphone,12999,16-06-2014,946608470069943
DEV0000343,C0000343,Voltic,V30 5G,Smartphone,21999,11-06-2019,996731305313810
DEV0000344,C0000344,Nexus,Aura Pro,Smartphone,32999,02-10-2020,161912172891000
DEV0000345,C0000345,Orbit,O9 Pro,Smartphone,27999,18-01-2017,204727992610888
DEV0000346,C0000346,Zenith,Z Flip,Smartphone,54999,15-11-2019,167293452066013
DEV0000347,C0000347,NexaTel,Home Router AX,Router,2499,10-08-2018,017615546749027
DEV0000348,C0000348,Orbit,O7,Smartphone,15999,22-01-2014,311426399109701
DEV0000349,C0000349,Lumen,L Mini,Smartphone,8499,26-04-2025,925457731909666
DEV0000350,C0000350,Zenith,Z Lite,Smartphone,9999,21-12-2014,216101573998854
DEV0000351,C0000351,Lumen,L Max,Smartphone,41999,23-10-2024,721931329616240
DEV0000352,C0000352,Voltic,V20,Smartphone,12999,04-02-2025,749544590332493
DEV0000353,C0000353,Zenith,Z Lite,Smartphone,9999,21-11-2015,645213199593346
DEV0000354,C0000354,Lumen,L Mini,Smartphone,8499,18-01-2021,695567653074718
DEV0000355,C0000355,Orbit,O7,Smartphone,15999,14-09-2017,993426097865995
DEV0000356,C0000356,NexaTel,Home Router AX,Router,2499,07-05-2016,222569424218239
DEV0000357,C0000357,Orbit,O7,Smartphone,15999,27-10-2016,650419546360408
DEV0000358,C0000358,Nexus,Aura 5G,Smartphone,18999,28-05-2020,149004192505027
DEV0000359,C0000359,NexaTel,Smart Cam,IoT Device,2999,29-12-2016,301444114083145
DEV0000360,C0000360,Zenith,Z Flip,Smartphone,54999,30-08-2022,685110639018488
DEV0000361,C0000361,Orbit,O9 Pro,Smartphone,27999,21-04-2025,863418911214286
DEV0000362,C0000362,NexaTel,Smart Cam,IoT Device,2999,18-04-2016,569489350164373
DEV0000363,C0000363,Voltic,V20,Smartphone,12999,22-04-2023,860530194160166
DEV0000364,C0000364,Lumen,L Mini,Smartphone,8499,26-07-2019,113575426005299
DEV0000365,C0000365,Orbit,O7,Smartphone,15999,21-05-2017,058524957193664
DEV0000366,C0000366,NexaTel,Fiber Gateway,Router,3499,20-01-2014,626120235725615
DEV0000367,C0000367,Lumen,L Max,Smartphone,41999,29-03-2022,473353474316287
DEV0000368,C0000368,Voltic,V20,Smartphone,12999,03-05-2025,378263779205522
DEV0000369,C0000369,Zenith,Z Flip,Smartphone,54999,27-04-2018,942944499955307
DEV0000370,C0000370,NexaTel,Home Router AX,Router,2499,14-01-2014,827328915494119
DEV0000371,C0000371,Zenith,Z Flip,Smartphone,54999,01-02-2016,210596433356639
DEV0000372,C0000372,Orbit,O9 Pro,Smartphone,27999,06-09-2020,323658119909230
DEV0000373,C0000373,Lumen,L Max,Smartphone,41999,12-12-2021,431684959743862
DEV0000374,C0000374,Nexus,Aura 5G,Smartphone,18999,13-02-2020,867030925345607
DEV0000375,C0000375,Orbit,O7,Smartphone,15999,10-01-2016,700574394020349
DEV0000376,C0000376,Voltic,V20,Smartphone,12999,29-01-2026,935965103166411
DEV0000377,C0000377,Zenith,Z Lite,Smartphone,9999,12-10-2015,877087679227508
DEV0000378,C0000378,Zenith,Z Flip,Smartphone,54999,22-03-2020,564452477671409
DEV0000379,C0000379,Nexus,Aura Pro,Smartphone,32999,09-10-2025,677491532890275
DEV0000380,C0000380,Voltic,V20,Smartphone,12999,03-06-2015,469014807375663
DEV0000381,C0000381,Zenith,Z Flip,Smartphone,54999,06-07-2022,134519679061264
DEV0000382,C0000382,Orbit,O9 Pro,Smartphone,27999,12-03-2020,895462283142634
DEV0000383,C0000383,Orbit,O9 Pro,Smartphone,27999,29-08-2020,880854281376244
DEV0000384,C0000384,Voltic,V20,Smartphone,12999,18-02-2016,904903672177149
DEV0000385,C0000385,Voltic,V30 5G,Smartphone,21999,21-08-2014,718870598091593
DEV0000386,C0000386,Nexus,Aura Pro,Smartphone,32999,15-12-2019,922439888830234
DEV0000387,C0000387,NexaTel,Fiber Gateway,Router,3499,25-11-2023,806509376674780
DEV0000388,C0000388,Voltic,V30 5G,Smartphone,21999,24-04-2022,713823430474270
DEV0000389,C0000389,Voltic,V30 5G,Smartphone,21999,30-10-2018,119896891657091
DEV0000390,C0000390,Lumen,L Mini,Smartphone,8499,26-11-2023,838736231593883
DEV0000391,C0000391,NexaTel,Smart Cam,IoT Device,2999,11-08-2018,317947949778710
DEV0000392,C0000392,Orbit,O7,Smartphone,15999,18-04-2022,959364550174137
DEV0000393,C0000393,Voltic,V30 5G,Smartphone,21999,30-05-2015,400232654822832
DEV0000394,C0000394,Lumen,L Max,Smartphone,41999,01-01-2014,371298857742105
DEV0000395,C0000395,Orbit,O7,Smartphone,15999,21-01-2014,605575672552773
DEV0000396,C0000396,Zenith,Z Flip,Smartphone,54999,10-03-2021,802506155084600
DEV0000397,C0000397,NexaTel,Home Router AX,Router,2499,29-03-2020,069546719697493
DEV0000398,C0000398,Lumen,L Mini,Smartphone,8499,12-08-2022,932804709433227
DEV0000399,C0000399,Zenith,Z Flip,Smartphone,54999,30-01-2025,526913789125851
DEV0000400,C0000400,Nexus,Aura Pro,Smartphone,32999,21-05-2021,378869901906105
DEV0000401,C0000401,Orbit,O7,Smartphone,15999,04-05-2019,802898590451222
DEV0000402,C0000402,Lumen,L Mini,Smartphone,8499,10-06-2020,751979209947625
DEV0000403,C0000403,Voltic,V30 5G,Smartphone,21999,25-11-2023,747182996227219
DEV0000404,C0000404,Voltic,V30 5G,Smartphone,21999,03-01-2014,532733079953135
DEV0000405,C0000405,Zenith,Z Lite,Smartphone,9999,13-12-2024,106505421233185
DEV0000406,C0000406,Voltic,V30 5G,Smartphone,21999,29-04-2023,140248737860411
DEV0000407,C0000407,Orbit,O7,Smartphone,15999,19-05-2020,548708373565687
DEV0000408,C0000408,Zenith,Z Lite,Smartphone,9999,26-11-2015,390146763801212
DEV0000409,C0000409,Lumen,L Mini,Smartphone,8499,18-09-2021,590173105359623
DEV0000410,C0000410,Nexus,Aura Pro,Smartphone,32999,15-11-2014,153069241695179
DEV0000411,C0000411,Lumen,L Max,Smartphone,41999,07-08-2018,690711368941268
DEV0000412,C0000412,Zenith,Z Flip,Smartphone,54999,02-10-2020,726137596616633
DEV0000413,C0000413,Lumen,L Max,Smartphone,41999,08-11-2019,643651461985005
DEV0000414,C0000414,Orbit,O9 Pro,Smartphone,27999,06-01-2014,526731270128545
DEV0000415,C0000415,Voltic,V20,Smartphone,12999,15-07-2025,766497875203981
DEV0000416,C0000416,Orbit,O9 Pro,Smartphone,27999,29-10-2025,182274652932954
DEV0000417,C0000417,Zenith,Z Flip,Smartphone,54999,30-06-2014,288863797989642
DEV0000418,C0000418,Nexus,Aura Pro,Smartphone,32999,25-06-2017,907314406107267
DEV0000419,C0000419,Voltic,V30 5G,Smartphone,21999,13-05-2019,373144059334961
DEV0000420,C0000420,Lumen,L Max,Smartphone,41999,02-03-2021,282671742668607
DEV0000421,C0000421,Orbit,O9 Pro,Smartphone,27999,31-05-2025,184854107384782
DEV0000422,C0000422,Lumen,L Max,Smartphone,41999,04-01-2014,630955599783107
DEV0000423,C0000423,Zenith,Z Flip,Smartphone,54999,20-03-2019,453658886278544
DEV0000424,C0000424,Zenith,Z Lite,Smartphone,9999,11-10-2017,721439755374031
DEV0000425,C0000425,Orbit,O9 Pro,Smartphone,27999,12-01-2022,028896567866754
DEV0000426,C0000426,Orbit,O9 Pro,Smartphone,27999,11-11-2022,764840345889001
DEV0000427,C0000427,NexaTel,Smart Sensor,IoT Device,899,21-01-2025,599765559095662
DEV0000428,C0000428,Nexus,Aura 5G,Smartphone,18999,03-06-2021,851529615299585
DEV0000429,C0000429,Zenith,Z Lite,Smartphone,9999,30-01-2025,338140002815013
DEV0000430,C0000430,Voltic,V30 5G,Smartphone,21999,31-05-2021,902356786261002
DEV0000431,C0000431,Orbit,O7,Smartphone,15999,02-03-2016,666116998670327
DEV0000432,C0000432,NexaTel,IoT Hub,IoT Device,1999,04-12-2023,622543899375450
DEV0000433,C0000433,Lumen,L Mini,Smartphone,8499,19-07-2025,247763099381813
DEV0000434,C0000434,Voltic,V20,Smartphone,12999,17-09-2014,029848103281211
DEV0000435,C0000435,Nexus,Aura Pro,Smartphone,32999,16-12-2023,575860368855656
DEV0000436,C0000436,Orbit,O9 Pro,Smartphone,27999,31-10-2025,236703954981510
DEV0000437,C0000437,Nexus,Aura Pro,Smartphone,32999,16-08-2014,845356473249129
DEV0000438,C0000438,Nexus,Aura 5G,Smartphone,18999,15-01-2014,770211142540673
DEV0000439,C0000439,Lumen,L Max,Smartphone,41999,06-08-2015,060893086380555
DEV0000440,C0000440,Voltic,V20,Smartphone,12999,03-01-2014,833188878463192
DEV0000441,C0000441,Nexus,Aura Pro,Smartphone,32999,21-01-2014,611122014977367
DEV0000442,C0000442,Orbit,O9 Pro,Smartphone,27999,02-11-2020,832264254465444
DEV0000443,C0000443,Orbit,O7,Smartphone,15999,04-01-2018,451790537498501
DEV0000444,C0000444,Lumen,L Max,Smartphone,41999,19-11-2023,259668662269918
DEV0000445,C0000445,Voltic,V20,Smartphone,12999,04-06-2022,703048636679327
DEV0000446,C0000446,Nexus,Aura 5G,Smartphone,18999,11-06-2019,965754047574613
DEV0000447,C0000447,Zenith,Z Flip,Smartphone,54999,20-06-2017,921790595834852
DEV0000448,C0000448,Lumen,L Mini,Smartphone,8499,13-06-2017,849077928945433
DEV0000449,C0000449,Zenith,Z Lite,Smartphone,9999,22-08-2015,240581114343444
DEV0000450,C0000450,Zenith,Z Flip,Smartphone,54999,15-05-2014,320307628609325
DEV0000451,C0000451,Zenith,Z Flip,Smartphone,54999,03-03-2016,603854677973944
DEV0000452,C0000452,NexaTel,Smart Sensor,IoT Device,899,25-09-2020,010254056277585
DEV0000453,C0000453,Orbit,O9 Pro,Smartphone,27999,25-05-2018,752984691437874
DEV0000454,C0000454,Voltic,V30 5G,Smartphone,21999,27-05-2017,460236059801260
DEV0000455,C0000455,Voltic,V30 5G,Smartphone,21999,09-01-2014,763670249878156
DEV0000456,C0000456,Nexus,Aura 5G,Smartphone,18999,02-01-2014,765828987430647
DEV0000457,C0000457,Zenith,Z Lite,Smartphone,9999,30-06-2020,655007022800516
DEV0000458,C0000458,Lumen,L Mini,Smartphone,8499,11-02-2022,477979317765625
DEV0000459,C0000459,Voltic,V30 5G,Smartphone,21999,25-04-2022,233776918838375
DEV0000460,C0000460,Voltic,V20,Smartphone,12999,04-10-2022,311375505449176
DEV0000461,C0000461,Orbit,O7,Smartphone,15999,12-10-2021,279358658787390
DEV0000462,C0000462,Voltic,V30 5G,Smartphone,21999,01-06-2019,784181724105045
DEV0000463,C0000463,Nexus,Aura Pro,Smartphone,32999,20-12-2016,975867989502147
DEV0000464,C0000464,Nexus,Aura Pro,Smartphone,32999,01-04-2025,622233646895830
DEV0000465,C0000465,Voltic,V30 5G,Smartphone,21999,19-03-2015,524137265347302
DEV0000466,C0000466,Voltic,V30 5G,Smartphone,21999,26-10-2017,801688627478918
DEV0000467,C0000467,Nexus,Aura Pro,Smartphone,32999,07-07-2019,001106196559004
DEV0000468,C0000468,Lumen,L Max,Smartphone,41999,03-08-2024,466248268460307
DEV0000469,C0000469,Nexus,Aura 5G,Smartphone,18999,08-10-2023,038456011694561
DEV0000470,C0000470,NexaTel,Fiber Gateway,Router,3499,16-03-2022,018428165606369
DEV0000471,C0000471,Orbit,O9 Pro,Smartphone,27999,12-01-2016,326137719037417
DEV0000472,C0000472,Nexus,Aura Pro,Smartphone,32999,04-11-2018,548809623577170
DEV0000473,C0000473,Voltic,V30 5G,Smartphone,21999,17-09-2015,650628802897836
DEV0000474,C0000474,Lumen,L Mini,Smartphone,8499,14-09-2015,091054960571845
DEV0000475,C0000475,Nexus,Aura Pro,Smartphone,32999,20-01-2020,766980548978261
DEV0000476,C0000476,Nexus,Aura Pro,Smartphone,32999,28-04-2019,005419287078629
DEV0000477,C0000477,Lumen,L Max,Smartphone,41999,28-11-2014,801604134377375
DEV0000478,C0000478,Nexus,Aura Pro,Smartphone,32999,17-09-2021,037915447840680
DEV0000479,C0000479,Voltic,V20,Smartphone,12999,02-12-2020,604716518749863
DEV0000480,C0000480,Orbit,O9 Pro,Smartphone,27999,24-10-2017,800246085867013
DEV0000481,C0000481,Nexus,Aura Pro,Smartphone,32999,11-04-2017,402173871864971
DEV0000482,C0000482,NexaTel,Smart Sensor,IoT Device,899,29-01-2014,014981938896154
DEV0000483,C0000483,NexaTel,Home Router AX,Router,2499,11-01-2014,072750070271878
DEV0000484,C0000484,NexaTel,Fiber Gateway,Router,3499,30-03-2025,137970158135472
DEV0000485,C0000485,Lumen,L Mini,Smartphone,8499,15-02-2015,912275830786051
DEV0000486,C0000486,Voltic,V30 5G,Smartphone,21999,03-07-2016,436886318942105
DEV0000487,C0000487,Lumen,L Max,Smartphone,41999,17-11-2020,285259711970952
DEV0000488,C0000488,Lumen,L Max,Smartphone,41999,26-12-2015,064537225924448
DEV0000489,C0000489,Nexus,Aura Pro,Smartphone,32999,11-02-2020,745487971533952
DEV0000490,C0000490,Lumen,L Max,Smartphone,41999,01-01-2014,459156926238213
DEV0000491,C0000491,Voltic,V20,Smartphone,12999,03-11-2023,134103165267617
DEV0000492,C0000492,Voltic,V20,Smartphone,12999,04-08-2022,948258099284482
DEV0000493,C0000493,Zenith,Z Lite,Smartphone,9999,16-08-2020,406669189225167
DEV0000494,C0000494,Nexus,Aura Pro,Smartphone,32999,20-02-2021,034993596782046
DEV0000495,C0000495,Lumen,L Mini,Smartphone,8499,19-12-2014,260232220558082
DEV0000496,C0000496,Voltic,V30 5G,Smartphone,21999,03-10-2016,396039017719182
DEV0000497,C0000497,Nexus,Aura 5G,Smartphone,18999,25-07-2025,213972021219294
DEV0000498,C0000498,Lumen,L Mini,Smartphone,8499,30-07-2021,923967253674436
DEV0000499,C0000499,NexaTel,IoT Hub,IoT Device,1999,29-06-2018,736952735864659
DEV0000500,C0000500,NexaTel,Smart Cam,IoT Device,2999,27-01-2023,836391454395945
DEV0000501,C0000501,Zenith,Z Lite,Smartphone,9999,23-07-2019,025907059203114
DEV0000502,C0000502,Zenith,Z Lite,Smartphone,9999,20-02-2024,718554885368507
DEV0000503,C0000503,Nexus,Aura 5G,Smartphone,18999,05-10-2025,796347448341736
DEV0000504,C0000504,Orbit,O7,Smartphone,15999,29-01-2018,770259796291997
DEV0000505,C0000505,Orbit,O9 Pro,Smartphone,27999,09-09-2015,853155426459007
DEV0000506,C0000506,Orbit,O7,Smartphone,15999,17-10-2015,098864799246006
DEV0000507,C0000507,Zenith,Z Lite,Smartphone,9999,21-06-2020,361185380651519
DEV0000508,C0000508,Zenith,Z Flip,Smartphone,54999,17-01-2014,499537369535676
DEV0000509,C0000509,Lumen,L Mini,Smartphone,8499,10-06-2015,666261393553447
DEV0000510,C0000510,Nexus,Aura Pro,Smartphone,32999,18-12-2016,885109537850322
DEV0000511,C0000511,Lumen,L Max,Smartphone,41999,11-06-2017,460652548963059
DEV0000512,C0000512,Orbit,O7,Smartphone,15999,28-09-2019,347276329142174
DEV0000513,C0000513,Nexus,Aura Pro,Smartphone,32999,23-04-2016,779177756101151
DEV0000514,C0000514,Lumen,L Mini,Smartphone,8499,14-01-2014,494775417041740
DEV0000515,C0000515,Voltic,V20,Smartphone,12999,29-07-2015,667418206909206
DEV0000516,C0000516,Nexus,Aura Pro,Smartphone,32999,23-06-2022,248637865846780
DEV0000517,C0000517,Orbit,O7,Smartphone,15999,22-10-2018,261729019491741
DEV0000518,C0000518,Nexus,Aura Pro,Smartphone,32999,30-07-2015,702931988994407
DEV0000519,C0000519,Voltic,V20,Smartphone,12999,07-12-2022,138216963094288
DEV0000520,C0000520,NexaTel,Smart Sensor,IoT Device,899,10-08-2017,609646599411782
DEV0000521,C0000521,Voltic,V30 5G,Smartphone,21999,19-12-2016,174408507390790
DEV0000522,C0000522,Voltic,V30 5G,Smartphone,21999,01-07-2019,243669703467506
DEV0000523,C0000523,Lumen,L Mini,Smartphone,8499,27-09-2024,055835876167018
DEV0000524,C0000524,Lumen,L Max,Smartphone,41999,05-01-2019,653565513760846
DEV0000525,C0000525,Orbit,O9 Pro,Smartphone,27999,28-03-2018,558025059880417
DEV0000526,C0000526,Voltic,V30 5G,Smartphone,21999,09-01-2026,258637044931540
DEV0000527,C0000527,Orbit,O9 Pro,Smartphone,27999,07-02-2023,099665154218140
DEV0000528,C0000528,Zenith,Z Flip,Smartphone,54999,16-11-2021,131975121866133
DEV0000529,C0000529,Zenith,Z Lite,Smartphone,9999,17-07-2020,562817245900344
DEV0000530,C0000530,Voltic,V30 5G,Smartphone,21999,29-08-2018,825987389253285
DEV0000531,C0000531,Lumen,L Max,Smartphone,41999,25-05-2014,582725819259794
DEV0000532,C0000532,NexaTel,Fiber Gateway,Router,3499,24-10-2014,535197897389554
DEV0000533,C0000533,Nexus,Aura 5G,Smartphone,18999,25-11-2016,975410754378111
DEV0000534,C0000534,Nexus,Aura 5G,Smartphone,18999,25-01-2015,402976613827575
DEV0000535,C0000535,Orbit,O9 Pro,Smartphone,27999,19-02-2022,628185699895472
DEV0000536,C0000536,Orbit,O7,Smartphone,15999,15-02-2025,527311182957449
DEV0000537,C0000537,Zenith,Z Flip,Smartphone,54999,27-03-2014,168315801476394
DEV0000538,C0000538,Nexus,Aura Pro,Smartphone,32999,01-05-2022,584296265863142
DEV0000539,C0000539,Zenith,Z Lite,Smartphone,9999,02-02-2017,652837834669172
DEV0000540,C0000540,Lumen,L Max,Smartphone,41999,27-11-2023,403486151453463
DEV0000541,C0000541,NexaTel,Smart Sensor,IoT Device,899,30-01-2014,775688018317784
DEV0000542,C0000542,Lumen,L Max,Smartphone,41999,15-03-2023,926651973771920
DEV0000543,C0000543,NexaTel,Home Router AX,Router,2499,24-12-2017,165382122884418
DEV0000544,C0000544,Orbit,O7,Smartphone,15999,11-01-2025,138539500370855
DEV0000545,C0000545,Lumen,L Max,Smartphone,41999,06-06-2021,597631823914890
DEV0000546,C0000546,Nexus,Aura Pro,Smartphone,32999,09-07-2020,271334648579018
DEV0000547,C0000547,Zenith,Z Lite,Smartphone,9999,18-09-2024,625600721702004
DEV0000548,C0000548,Voltic,V20,Smartphone,12999,28-01-2014,647035182519924
DEV0000549,C0000549,Zenith,Z Flip,Smartphone,54999,15-04-2018,601269787440984
DEV0000550,C0000550,Nexus,Aura Pro,Smartphone,32999,04-02-2024,582371540003627
DEV0000551,C0000551,Lumen,L Mini,Smartphone,8499,08-10-2023,828274876579731
DEV0000552,C0000552,Zenith,Z Flip,Smartphone,54999,24-03-2017,166335527867676
DEV0000553,C0000553,Orbit,O9 Pro,Smartphone,27999,01-05-2022,784009978552332
DEV0000554,C0000554,Zenith,Z Lite,Smartphone,9999,11-03-2018,408566519081565
DEV0000555,C0000555,Nexus,Aura 5G,Smartphone,18999,10-05-2021,785998776066046
DEV0000556,C0000556,NexaTel,Smart Cam,IoT Device,2999,03-12-2023,434786981070732
DEV0000557,C0000557,Lumen,L Max,Smartphone,41999,14-08-2024,092743868447091
DEV0000558,C0000558,Lumen,L Max,Smartphone,41999,29-06-2024,996762207693526
DEV0000559,C0000559,Voltic,V20,Smartphone,12999,25-06-2014,109349401061878
DEV0000560,C0000560,Orbit,O7,Smartphone,15999,27-07-2017,705313836738898
DEV0000561,C0000561,Zenith,Z Flip,Smartphone,54999,22-12-2018,431011181850662
DEV0000562,C0000562,Lumen,L Max,Smartphone,41999,09-01-2014,635119301873955
DEV0000563,C0000563,Nexus,Aura Pro,Smartphone,32999,01-07-2023,273197246241075
DEV0000564,C0000564,Orbit,O9 Pro,Smartphone,27999,04-03-2019,080707401484472
DEV0000565,C0000565,Zenith,Z Lite,Smartphone,9999,17-03-2017,014562219976264
DEV0000566,C0000566,NexaTel,Home Router AX,Router,2499,29-01-2014,785888584941822
DEV0000567,C0000567,Zenith,Z Flip,Smartphone,54999,08-09-2015,898341421511105
DEV0000568,C0000568,Orbit,O7,Smartphone,15999,29-03-2017,489529027309967
DEV0000569,C0000569,Lumen,L Max,Smartphone,41999,16-09-2023,527776022710128
DEV0000570,C0000570,Nexus,Aura 5G,Smartphone,18999,21-02-2026,838444058354552
DEV0000571,C0000571,NexaTel,Fiber Gateway,Router,3499,07-08-2019,129619569569682
DEV0000572,C0000572,Nexus,Aura Pro,Smartphone,32999,18-11-2025,117521323726047
DEV0000573,C0000573,NexaTel,IoT Hub,IoT Device,1999,22-11-2019,122953391143357
DEV0000574,C0000574,NexaTel,Fiber Gateway,Router,3499,13-01-2014,275805425641261
DEV0000575,C0000575,Orbit,O7,Smartphone,15999,10-11-2020,100208646168952
DEV0000576,C0000576,Zenith,Z Lite,Smartphone,9999,29-07-2017,545738219867720
DEV0000577,C0000577,Zenith,Z Lite,Smartphone,9999,20-08-2024,675753359231768
DEV0000578,C0000578,Voltic,V20,Smartphone,12999,23-06-2025,521247173781278
DEV0000579,C0000579,Nexus,Aura 5G,Smartphone,18999,09-11-2025,919583435146482
DEV0000580,C0000580,Lumen,L Max,Smartphone,41999,11-10-2025,146147372328350
DEV0000581,C0000581,Lumen,L Mini,Smartphone,8499,30-01-2014,371633791546173
