usage_id,customer_id,usage_month,voice_minutes_used,outgoing_calls,incoming_calls
UV00000633,C0000211,01-2026,162,88,532
UV00000634,C0000212,03-2026,562,315,274
UV00000635,C0000212,02-2026,791,128,58
UV00000636,C0000212,01-2026,39,450,504
UV00000637,C0000213,03-2026,208,535,556
UV00000638,C0000213,02-2026,99,314,38
UV00000639,C0000213,01-2026,54,27,484
UV00000640,C0000214,03-2026,244,586,468
UV00000641,C0000214,02-2026,145,207,202
UV00000642,C0000214,01-2026,136,432,618
UV00000643,C0000215,03-2026,147,37,445
UV00000644,C0000215,02-2026,104,520,502
UV00000645,C0000215,01-2026,642,340,232
UV00000646,C0000216,03-2026,33,132,680
UV00000647,C0000216,02-2026,303,302,49
UV00000648,C0000216,01-2026,860,164,363
UV00000649,C0000217,03-2026,98,439,445
UV00000650,C0000217,02-2026,52,279,304
UV00000651,C0000217,01-2026,21,140,651
UV00000652,C0000218,03-2026,306,333,156
UV00000653,C0000218,02-2026,107,287,225
UV00000654,C0000218,01-2026,68,91,233
UV00000655,C0000219,03-2026,204,498,189
UV00000656,C0000219,02-2026,361,125,342
UV00000657,C0000219,01-2026,302,487,153
UV00000658,C0000220,03-2026,66,10,479
UV00000659,C0000220,02-2026,268,541,342
UV00000660,C0000220,01-2026,248,511,421
UV00000661,C0000221,03-2026,252,459,452
UV00000662,C0000221,02-2026,201,373,626
UV00000663,C0000221,01-2026,185,357,596
UV00000664,C0000222,03-2026,126,407,109
UV00000665,C0000222,02-2026,266,467,481
UV00000666,C0000222,01-2026,181,26,127
UV00000667,C0000223,03-2026,103,240,136
UV00000668,C0000223,02-2026,208,176,34
UV00000669,C0000223,01-2026,578,89,172
UV00000670,C0000224,03-2026,82,276,421
UV00000671,C0000224,02-2026,111,212,45
UV00000672,C0000224,01-2026,165,116,318
UV00000673,C0000225,03-2026,269,399,115
UV00000674,C0000225,02-2026,92,365,606
UV00000675,C0000225,01-2026,121,210,223
UV00000676,C0000226,03-2026,461,520,566
UV00000677,C0000226,02-2026,251,181,653
UV00000678,C0000226,01-2026,71,516,382
UV00000679,C0000227,03-2026,152,252,406
UV00000680,C0000227,02-2026,78,287,11
UV00000681,C0000227,01-2026,180,591,244
UV00000682,C0000228,03-2026,198,153,584
UV00000683,C0000228,02-2026,212,434,283
UV00000684,C0000228,01-2026,194,359,647
UV00000685,C0000229,03-2026,467,349,325
UV00000686,C0000229,02-2026,127,234,321
UV00000687,C0000229,01-2026,54,98,236
UV00000688,C0000230,03-2026,229,156,493
UV00000689,C0000230,02-2026,104,515,313
UV00000690,C0000230,01-2026,39,430,156
UV00000691,C0000231,03-2026,311,395,344
UV00000692,C0000231,02-2026,204,268,639
UV00000693,C0000231,01-2026,112,226,94
UV00000694,C0000232,03-2026,88,499,456
UV00000695,C0000232,02-2026,54,354,365
UV00000696,C0000232,01-2026,255,279,396
UV00000697,C0000233,03-2026,67,365,321
UV00000698,C0000233,02-2026,77,485,161
UV00000699,C0000233,01-2026,30,579,454
UV00000700,C0000234,03-2026,330,429,251
UV00000701,C0000234,02-2026,389,273,432
UV00000702,C0000234,01-2026,907,231,46
UV00000703,C0000235,03-2026,454,86,413
UV00000704,C0000235,02-2026,108,103,560
UV00000705,C0000235,01-2026,78,99,655
UV00000706,C0000236,03-2026,237,226,240
UV00000707,C0000236,02-2026,156,186,656
UV00000708,C0000236,01-2026,107,194,284
UV00000709,C0000237,03-2026,638,88,23
UV00000710,C0000237,02-2026,137,558,646
UV00000711,C0000237,01-2026,109,88,228
UV00000712,C0000238,03-2026,135,554,366
UV00000713,C0000238,02-2026,410,326,52
UV00000714,C0000238,01-2026,244,275,41
UV00000715,C0000239,03-2026,135,404,278
UV00000716,C0000239,02-2026,130,237,699
UV00000717,C0000239,01-2026,16,335,525
UV00000718,C0000240,03-2026,257,323,689
UV00000719,C0000240,02-2026,312,125,350
UV00000720,C0000240,01-2026,407,484,170
UV00000721,C0000241,03-2026,292,314,114
UV00000722,C0000241,02-2026,165,372,491
UV00000723,C0000241,01-2026,203,359,450
UV00000724,C0000242,03-2026,12,326,185
UV00000725,C0000242,02-2026,158,450,540
UV00000726,C0000242,01-2026,166,550,209
UV00000727,C0000243,03-2026,162,36,640
UV00000728,C0000243,02-2026,112,359,488
UV00000729,C0000243,01-2026,226,595,340
UV00000730,C0000244,03-2026,20,10,513
UV00000731,C0000244,02-2026,90,83,427
UV00000732,C0000244,01-2026,86,285,297
UV00000733,C0000245,03-2026,128,341,251
UV00000734,C0000245,02-2026,204,576,160
UV00000735,C0000245,01-2026,185,80,577
UV00000736,C0000246,03-2026,251,161,425
UV00000737,C0000246,02-2026,293,505,78
UV00000738,C0000246,01-2026,120,85,384
UV00000739,C0000247,03-2026,122,389,123
UV00000740,C0000247,02-2026,230,92,674
UV00000741,C0000247,01-2026,667,232,410
UV00000742,C0000248,03-2026,59,441,533
UV00000743,C0000248,02-2026,145,454,404
UV00000744,C0000248,01-2026,183,347,326
UV00000745,C0000249,03-2026,558,128,10
UV00000746,C0000249,02-2026,122,457,262
UV00000747,C0000249,01-2026,240,121,610
UV00000748,C0000250,03-2026,235,564,531
UV00000749,C0000250,02-2026,130,576,64
UV00000750,C0000250,01-2026,30,310,112
UV00000751,C0000251,03-2026,372,212,12
UV00000752,C0000251,02-2026,11,104,275
UV00000753,C0000251,01-2026,204,295,579
UV00000754,C0000252,03-2026,219,328,618
UV00000755,C0000252,02-2026,92,76,595
UV00000756,C0000252,01-2026,267,343,326
UV00000757,C0000253,03-2026,282,265,550
UV00000758,C0000253,02-2026,410,24,258
UV00000759,C0000253,01-2026,170,563,389
UV00000760,C0000254,03-2026,299,319,158
UV00000761,C0000254,02-2026,164,255,434
UV00000762,C0000254,01-2026,143,187,370
UV00000763,C0000255,03-2026,219,23,340
UV00000764,C0000255,02-2026,111,577,271
UV00000765,C0000255,01-2026,88,12,160
UV00000766,C0000256,03-2026,296,71,24
UV00000767,C0000256,02-2026,61,589,227
UV00000768,C0000256,01-2026,125,196,415
UV00000769,C0000257,03-2026,32,165,653
UV00000770,C0000257,02-2026,179,212,284
UV00000771,C0000257,01-2026,227,188,369
UV00000772,C0000258,03-2026,277,72,80
UV00000773,C0000258,02-2026,336,250,366
UV00000774,C0000258,01-2026,293,330,223
UV00000775,C0000259,03-2026,196,599,322
UV00000776,C0000259,02-2026,517,219,177
UV00000777,C0000259,01-2026,31,410,164
UV00000778,C0000260,03-2026,72,255,531
UV00000779,C0000260,02-2026,133,517,471
UV00000780,C0000260,01-2026,477,325,374
UV00000781,C0000261,03-2026,381,309,333
UV00000782,C0000261,02-2026,44,172,37
UV00000783,C0000261,01-2026,60,44,205
UV00000784,C0000262,03-2026,129,313,458
UV00000785,C0000262,02-2026,136,19,568
UV00000786,C0000262,01-2026,601,68,121
UV00000787,C0000263,03-2026,231,444,64
UV00000788,C0000263,02-2026,365,131,89
UV00000789,C0000263,01-2026,94,11,240
UV00000790,C0000264,03-2026,74,181,319
UV00000791,C0000264,02-2026,227,540,158
UV00000792,C0000264,01-2026,118,505,438
UV00000793,C0000265,03-2026,155,111,303
UV00000794,C0000265,02-2026,59,370,101
UV00000795,C0000265,01-2026,47,87,255
UV00000796,C0000266,03-2026,221,486,35
UV00000797,C0000266,02-2026,115,535,608
UV00000798,C0000266,01-2026,108,44,400
UV00000799,C0000267,03-2026,138,197,497
UV00000800,C0000267,02-2026,387,26,130
UV00000801,C0000267,01-2026,119,10,629
UV00000802,C0000268,03-2026,198,154,520
UV00000803,C0000268,02-2026,181,172,513
UV00000804,C0000268,01-2026,151,322,530
UV00000805,C0000269,03-2026,286,126,268
UV00000806,C0000269,02-2026,51,596,650
UV00000807,C0000269,01-2026,556,383,180
UV00000808,C0000270,03-2026,146,240,218
UV00000809,C0000270,02-2026,435,241,478
UV00000810,C0000270,01-2026,271,25,590
UV00000811,C0000271,03-2026,207,25,49
UV00000812,C0000271,02-2026,403,63,181
UV00000813,C0000271,01-2026,46,532,285
UV00000814,C0000272,03-2026,18,530,194
UV00000815,C0000272,02-2026,93,439,619
UV00000816,C0000272,01-2026,100,561,693
UV00000817,C0000273,03-2026,372,122,410
UV00000818,C0000273,02-2026,93,416,92
UV00000819,C0000273,01-2026,115,445,59
UV00000820,C0000274,03-2026,51,188,123
UV00000821,C0000274,02-2026,457,433,248
UV00000822,C0000274,01-2026,220,357,244
UV00000823,C0000275,03-2026,499,459,586
UV00000824,C0000275,02-2026,159,410,185
UV00000825,C0000275,01-2026,261,432,118
UV00000826,C0000276,03-2026,38,29,53
UV00000827,C0000276,02-2026,355,452,254
UV00000828,C0000276,01-2026,84,417,546
UV00000829,C0000277,03-2026,316,522,61
UV00000830,C0000277,02-2026,30,554,542
UV00000831,C0000277,01-2026,192,155,111
UV00000832,C0000278,03-2026,201,156,198
UV00000833,C0000278,02-2026,86,74,191
UV00000834,C0000278,01-2026,102,45,578
UV00000835,C0000279,03-2026,162,189,252
UV00000836,C0000279,02-2026,52,250,382
UV00000837,C0000279,01-2026,170,231,507
UV00000838,C0000280,03-2026,87,391,568
UV00000839,C0000280,02-2026,324,153,124
UV00000840,C0000280,01-2026,277,501,39
UV00000841,C0000281,03-2026,425,523,310
UV00000842,C0000281,02-2026,486,405,564
UV00000843,C0000281,01-2026,178,40,232
UV00000844,C0000282,03-2026,341,472,161
UV00000845,C0000282,02-2026,120,15,641
UV00000846,C0000282,01-2026,28,348,451
UV00000847,C0000283,03-2026,118,512,523
UV00000848,C0000283,02-2026,112,530,437
UV00000849,C0000283,01-2026,133,435,97
UV00000850,C0000284,03-2026,208,238,443
UV00000851,C0000284,02-2026,115,537,398
UV00000852,C0000284,01-2026,83,589,332
UV00000853,C0000285,03-2026,164,25,66
UV00000854,C0000285,02-2026,138,8,125
UV00000855,C0000285,01-2026,802,285,57
UV00000856,C0000286,03-2026,238,523,469
UV00000857,C0000286,02-2026,54,549,272
UV00000858,C0000286,01-2026,441,54,592
UV00000859,C0000287,03-2026,57,109,427
UV00000860,C0000287,02-2026,285,15,586
UV00000861,C0000287,01-2026,302,54,177
UV00000862,C0000288,03-2026,165,215,496
UV00000863,C0000288,02-2026,207,197,299
UV00000864,C0000288,01-2026,183,224,212
UV00000865,C0000289,03-2026,617,68,26
UV00000866,C0000289,02-2026,83,270,50
UV00000867,C0000289,01-2026,15,410,685
UV00000868,C0000290,03-2026,315,157,289
UV00000869,C0000290,02-2026,26,364,621
UV00000870,C0000290,01-2026,123,148,144
UV00000871,C0000291,03-2026,139,450,655
UV00000872,C0000291,02-2026,447,579,70
UV00000873,C0000291,01-2026,503,320,445
UV00000874,C0000292,03-2026,811,100,662
UV00000875,C0000292,02-2026,255,287,258
UV00000876,C0000292,01-2026,227,524,317
UV00000877,C0000293,03-2026,327,293,602
UV00000878,C0000293,02-2026,679,445,227
UV00000879,C0000293,01-2026,202,541,52
UV00000880,C0000294,03-2026,224,86,428
UV00000881,C0000294,02-2026,161,43,32
UV00000882,C0000294,01-2026,509,154,242
UV00000883,C0000295,03-2026,86,541,401
UV00000884,C0000295,02-2026,310,567,67
UV00000885,C0000295,01-2026,301,176,329
UV00000886,C0000296,03-2026,91,311,270
UV00000887,C0000296,02-2026,302,135,557
UV00000888,C0000296,01-2026,545,433,527
UV00000889,C0000297,03-2026,133,203,126
UV00000890,C0000297,02-2026,201,145,685
UV00000891,C0000297,01-2026,38,539,245
UV00000892,C0000298,03-2026,66,160,329
UV00000893,C0000298,02-2026,13,220,283
UV00000894,C0000298,01-2026,114,15,541
UV00000895,C0000299,03-2026,119,501,671
UV00000896,C0000299,02-2026,28,89,219
UV00000897,C0000299,01-2026,39,163,679
UV00000898,C0000300,03-2026,259,104,189
UV00000899,C0000300,02-2026,285,271,117
UV00000900,C0000300,01-2026,177,88,314
UV00000901,C0000301,03-2026,422,356,103
UV00000902,C0000301,02-2026,123,143,148
UV00000903,C0000301,01-2026,289,231,566
UV00000904,C0000302,03-2026,217,479,293
UV00000905,C0000302,02-2026,232,140,568
UV00000906,C0000302,01-2026,45,161,260
UV00000907,C0000303,03-2026,70,304,521
UV00000908,C0000303,02-2026,136,152,455
UV00000909,C0000303,01-2026,163,362,131
UV00000910,C0000304,03-2026,216,188,14
UV00000911,C0000304,02-2026,110,131,276
UV00000912,C0000304,01-2026,104,136,529
UV00000913,C0000305,03-2026,71,331,148
UV00000914,C0000305,02-2026,470,586,378
UV00000915,C0000305,01-2026,30,228,188
UV00000916,C0000306,03-2026,96,78,429
UV00000917,C0000306,02-2026,241,223,252
UV00000918,C0000306,01-2026,41,249,533
UV00000919,C0000307,03-2026,131,302,100
UV00000920,C0000307,02-2026,9,471,21
UV00000921,C0000307,01-2026,236,555,19
UV00000922,C0000308,03-2026,52,526,415
UV00000923,C0000308,02-2026,236,180,235
UV00000924,C0000308,01-2026,129,291,34
UV00000925,C0000309,03-2026,201,294,71
UV00000926,C0000309,02-2026,294,415,192
UV00000927,C0000309,01-2026,174,542,80
UV00000928,C0000310,03-2026,268,218,627
UV00000929,C0000310,02-2026,710,225,554
UV00000930,C0000310,01-2026,126,101,698
UV00000931,C0000311,03-2026,55,471,682
UV00000932,C0000311,02-2026,154,311,140
UV00000933,C0000311,01-2026,178,586,62
UV00000934,C0000312,03-2026,16,170,493
UV00000935,C0000312,02-2026,224,304,598
UV00000936,C0000312,01-2026,89,478,657
UV00000937,C0000313,03-2026,638,338,636
UV00000938,C0000313,02-2026,153,413,652
UV00000939,C0000313,01-2026,170,534,84
UV00000940,C0000314,03-2026,194,191,480
UV00000941,C0000314,02-2026,518,336,119
UV00000942,C0000314,01-2026,114,467,650
UV00000943,C0000315,03-2026,374,188,66
UV00000944,C0000315,02-2026,64,142,114
UV00000945,C0000315,01-2026,91,492,339
UV00000946,C0000316,03-2026,215,173,28
UV00000947,C0000316,02-2026,122,295,226
UV00000948,C0000316,01-2026,298,145,422
UV00000949,C0000317,03-2026,135,44,356
UV00000950,C0000317,02-2026,345,123,474
UV00000951,C0000317,01-2026,85,213,633
UV00000952,C0000318,03-2026,22,340,312
UV00000953,C0000318,02-2026,254,303,448
UV00000954,C0000318,01-2026,132,527,490
UV00000955,C0000319,03-2026,77,424,563
UV00000956,C0000319,02-2026,222,596,468
UV00000957,C0000319,01-2026,367,436,228
UV00000958,C0000320,03-2026,150,79,552
UV00000959,C0000320,02-2026,116,88,22
UV00000960,C0000320,01-2026,329,571,341
UV00000961,C0000321,03-2026,416,493,161
UV00000962,C0000321,02-2026,60,48,105
UV00000963,C0000321,01-2026,77,401,186
UV00000964,C0000322,03-2026,75,426,571
UV00000965,C0000322,02-2026,99,412,510
UV00000966,C0000322,01-2026,134,469,389
UV00000967,C0000323,03-2026,589,90,599
UV00000968,C0000323,02-2026,264,519,514
UV00000969,C0000323,01-2026,228,465,555
UV00000970,C0000324,03-2026,309,323,17
UV00000971,C0000324,02-2026,323,413,699
UV00000972,C0000324,01-2026,150,440,654
UV00000973,C0000325,03-2026,66,464,237
UV00000974,C0000325,02-2026,421,325,71
UV00000975,C0000325,01-2026,391,391,637
UV00000976,C0000326,03-2026,175,552,83
UV00000977,C0000326,02-2026,41,232,376
UV00000978,C0000326,01-2026,102,312,409
UV00000979,C0000327,03-2026,443,380,579
UV00000980,C0000327,02-2026,173,351,603
UV00000981,C0000327,01-2026,281,366,503
UV00000982,C0000328,03-2026,99,502,183
UV00000983,C0000328,02-2026,230,396,237
UV00000984,C0000328,01-2026,332,580,628
UV00000985,C0000329,03-2026,182,155,388
UV00000986,C0000329,02-2026,266,202,384
UV00000987,C0000329,01-2026,254,401,622
UV00000988,C0000330,03-2026,253,413,139
UV00000989,C0000330,02-2026,451,103,373
UV00000990,C0000330,01-2026,537,107,650
UV00000991,C0000331,03-2026,122,201,60
UV00000992,C0000331,02-2026,144,35,118
UV00000993,C0000331,01-2026,324,594,605
UV00000994,C0000332,03-2026,222,209,503
UV00000995,C0000332,02-2026,190,49,222
UV00000996,C0000332,01-2026,215,43,270
UV00000997,C0000333,03-2026,57,273,425
UV00000998,C0000333,02-2026,110,163,438
UV00000999,C0000333,01-2026,199,447,31
UV00001000,C0000334,03-2026,481,263,358
UV00001001,C0000334,02-2026,86,119,519
UV00001002,C0000334,01-2026,343,498,555
UV00001003,C0000335,03-2026,169,532,78
UV00001004,C0000335,02-2026,45,548,632
UV00001005,C0000335,01-2026,54,445,39
UV00001006,C0000336,03-2026,85,535,117
UV00001007,C0000336,02-2026,270,491,442
UV00001008,C0000336,01-2026,140,368,472
UV00001009,C0000337,03-2026,157,173,603
UV00001010,C0000337,02-2026,344,310,128
UV00001011,C0000337,01-2026,43,388,586
UV00001012,C0000338,03-2026,369,308,662
UV00001013,C0000338,02-2026,224,407,488
UV00001014,C0000338,01-2026,62,366,667
UV00001015,C0000339,03-2026,719,183,465
UV00001016,C0000339,02-2026,395,598,529
UV00001017,C0000339,01-2026,156,130,451
UV00001018,C0000340,03-2026,177,533,382
UV00001019,C0000340,02-2026,391,97,271
UV00001020,C0000340,01-2026,127,336,400
UV00001021,C0000341,03-2026,143,246,662
UV00001022,C0000341,02-2026,109,395,363
UV00001023,C0000341,01-2026,250,124,623
UV00001024,C0000342,03-2026,75,547,356
UV00001025,C0000342,02-2026,410,152,484
UV00001026,C0000342,01-2026,54,343,230
UV00001027,C0000343,03-2026,69,122,416
UV00001028,C0000343,02-2026,470,67,224
UV00001029,C0000343,01-2026,325,543,624
UV00001030,C0000344,03-2026,489,386,99
UV00001031,C0000344,02-2026,491,537,466
UV00001032,C0000344,01-2026,97,119,415
UV00001033,C0000345,03-2026,227,457,688
UV00001034,C0000345,02-2026,179,381,78
UV00001035,C0000345,01-2026,67,134,527
UV00001036,C0000346,03-2026,232,540,281
UV00001037,C0000346,02-2026,321,275,376
UV00001038,C0000346,01-2026,161,334,445
UV00001039,C0000347,03-2026,95,70,600
UV00001040,C0000347,02-2026,69,268,113
UV00001041,C0000347,01-2026,137,156,341
UV00001042,C0000348,03-2026,292,460,672
UV00001043,C0000348,02-2026,315,572,327
UV00001044,C0000348,01-2026,211,32,408
UV00001045,C0000349,03-2026,42,105,304
UV00001046,C0000349,02-2026,403,169,101
UV00001047,C0000349,01-2026,299,341,386
UV00001048,C0000350,03-2026,81,264,186
UV00001049,C0000350,02-2026,743,77,550
UV00001050,C0000350,01-2026,155,560,242
UV00001051,C0000351,03-2026,277,279,410
UV00001052,C0000351,02-2026,474,185,310
UV00001053,C0000351,01-2026,365,526,518
UV00001054,C0000352,03-2026,225,117,322
UV00001055,C0000352,02-2026,331,252,652
UV00001056,C0000352,01-2026,119,51,615
UV00001057,C0000353,03-2026,5,517,388
UV00001058,C0000353,02-2026,207,169,192
UV00001059,C0000353,01-2026,154,299,63
UV00001060,C0000354,03-2026,330,60,192
UV00001061,C0000354,02-2026,167,115,38
UV00001062,C0000354,01-2026,259,538,566
UV00001063,C0000355,03-2026,321,279,160
UV00001064,C0000355,02-2026,48,429,400
UV00001065,C0000355,01-2026,16,45,57
UV00001066,C0000356,03-2026,308,577,201
UV00001067,C0000356,02-2026,731,424,13
UV00001068,C0000356,01-2026,42,275,420
UV00001069,C0000357,03-2026,424,169,41
UV00001070,C0000357,02-2026,107,96,205
UV00001071,C0000357,01-2026,415,475,150
UV00001072,C0000358,03-2026,248,266,620
UV00001073,C0000358,02-2026,345,216,415
UV00001074,C0000358,01-2026,273,590,698
UV00001075,C0000359,03-2026,120,476,43
UV00001076,C0000359,02-2026,378,179,417
UV00001077,C0000359,01-2026,15,239,43
UV00001078,C0000360,03-2026,50,376,495
UV00001079,C0000360,02-2026,43,315,80
UV00001080,C0000360,01-2026,160,419,220
UV00001081,C0000361,03-2026,43,491,441
UV00001082,C0000361,02-2026,80,246,174
UV00001083,C0000361,01-2026,268,512,311
UV00001084,C0000362,03-2026,210,253,587
UV00001085,C0000362,02-2026,136,462,120
UV00001086,C0000362,01-2026,175,39,355
UV00001087,C0000363,03-2026,256,292,340
UV00001088,C0000363,02-2026,111,401,577
UV00001089,C0000363,01-2026,206,367,509
UV00001090,C0000364,03-2026,314,555,116
UV00001091,C0000364,02-2026,74,53,69
UV00001092,C0000364,01-2026,164,144,223
UV00001093,C0000365,03-2026,128,379,599
UV00001094,C0000365,02-2026,127,25,202
UV00001095,C0000365,01-2026,329,549,534
UV00001096,C0000366,03-2026,238,16,574
UV00001097,C0000366,02-2026,81,58,100
UV00001098,C0000366,01-2026,178,405,699
UV00001099,C0000367,03-2026,49,369,398
UV00001100,C0000367,02-2026,327,277,40
UV00001101,C0000367,01-2026,179,503,320
UV00001102,C0000368,03-2026,297,311,285
UV00001103,C0000368,02-2026,214,285,624
UV00001104,C0000368,01-2026,146,269,93
UV00001105,C0000369,03-2026,428,301,248
UV00001106,C0000369,02-2026,109,31,258
UV00001107,C0000369,01-2026,152,338,92
UV00001108,C0000370,03-2026,159,151,637
UV00001109,C0000370,02-2026,158,80,221
UV00001110,C0000370,01-2026,458,455,455
UV00001111,C0000371,03-2026,326,295,659
UV00001112,C0000371,02-2026,132,249,629
UV00001113,C0000371,01-2026,436,219,555
UV00001114,C0000372,03-2026,203,364,699
UV00001115,C0000372,02-2026,71,59,353
UV00001116,C0000372,01-2026,381,373,644
UV00001117,C0000373,03-2026,88,293,8
UV00001118,C0000373,02-2026,228,357,225
UV00001119,C0000373,01-2026,204,267,571
UV00001120,C0000374,03-2026,89,339,190
UV00001121,C0000374,02-2026,175,218,273
UV00001122,C0000374,01-2026,342,244,267
UV00001123,C0000375,03-2026,426,466,254
UV00001124,C0000375,02-2026,150,345,151
UV00001125,C0000375,01-2026,64,187,272
UV00001126,C0000376,03-2026,178,146,78
UV00001127,C0000376,02-2026,35,423,442
UV00001128,C0000376,01-2026,184,253,189
UV00001129,C0000377,03-2026,37,205,653
UV00001130,C0000377,02-2026,249,156,665
UV00001131,C0000377,01-2026,108,293,323
UV00001132,C0000378,03-2026,163,63,695
UV00001133,C0000378,02-2026,277,571,10
UV00001134,C0000378,01-2026,152,134,445
UV00001135,C0000379,03-2026,341,121,257
UV00001136,C0000379,02-2026,71,336,155
UV00001137,C0000379,01-2026,150,539,360
UV00001138,C0000380,03-2026,116,552,634
UV00001139,C0000380,02-2026,515,297,218
