contract_id,customer_id,plan_id,contract_type,contract_length_months,start_date,end_date,auto_renew,renewal_status
CN000290,C0000545,PL006,Prepaid Mobile,24,30-05-2021,20-05-2023,No,Renewed
CN000291,C0000548,PL011,Postpaid Mobile,36,01-01-2014,16-12-2016,Yes,Not Renewed
CN000292,C0000550,PL007,Postpaid Mobile,12,08-01-2024,02-01-2025,Yes,Cancelled
CN000293,C0000551,PL009,Postpaid Mobile,18,15-09-2023,08-03-2025,No,Renewed
CN000294,C0000553,PL021,Enterprise,18,01-05-2022,23-10-2023,No,Renewed
CN000295,C0000556,PL024,IoT Solutions,24,25-11-2023,14-11-2025,No,Pending
CN000296,C0000562,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Renewed
CN000297,C0000566,PL015,Fiber Broadband,24,01-01-2014,22-12-2015,No,Pending
CN000298,C0000567,PL010,Postpaid Mobile,12,02-09-2015,27-08-2016,No,Renewed
CN000299,C0000571,PL017,Fiber Broadband,24,23-07-2019,12-07-2021,Yes,Auto-Renewed
CN000300,C0000573,PL018,Fiber Broadband,12,30-10-2019,24-10-2020,Yes,Auto-Renewed
CN000301,C0000574,PL018,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Pending
CN000302,C0000575,PL007,Postpaid Mobile,18,01-11-2020,25-04-2022,Yes,Renewed
CN000303,C0000578,PL006,Prepaid Mobile,18,05-06-2025,27-11-2026,No,Pending
CN000304,C0000579,PL006,Prepaid Mobile,12,18-10-2025,13-10-2026,No,Cancelled
CN000305,C0000581,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Renewed
CN000306,C0000582,PL018,Fiber Broadband,24,21-12-2024,11-12-2026,No,Auto-Renewed
CN000307,C0000585,PL021,Enterprise,36,01-01-2014,16-12-2016,No,Renewed
CN000308,C0000586,PL023,IoT Solutions,24,22-03-2016,12-03-2018,No,Renewed
CN000309,C0000588,PL005,Prepaid Mobile,24,06-11-2024,27-10-2026,Yes,Cancelled
CN000310,C0000589,PL025,Smart Home,24,06-07-2025,26-06-2027,Yes,Not Renewed
CN000311,C0000592,PL017,Fiber Broadband,24,18-12-2016,08-12-2018,No,Auto-Renewed
CN000312,C0000593,PL017,Fiber Broadband,24,27-03-2021,17-03-2023,No,Cancelled
CN000313,C0000594,PL009,Postpaid Mobile,12,18-10-2022,13-10-2023,No,Active
CN000314,C0000596,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Renewed
CN000315,C0000597,PL017,Fiber Broadband,12,16-12-2018,11-12-2019,Yes,Renewed
CN000316,C0000598,PL007,Postpaid Mobile,24,25-10-2024,15-10-2026,Yes,Not Renewed
CN000317,C0000599,PL010,Postpaid Mobile,36,24-03-2023,08-03-2026,No,Auto-Renewed
CN000318,C0000600,PL017,Fiber Broadband,36,01-01-2014,16-12-2016,No,Auto-Renewed
CN000319,C0000601,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Pending
CN000320,C0000602,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Renewed
CN000321,C0000603,PL017,Fiber Broadband,18,22-07-2021,13-01-2023,Yes,Not Renewed
CN000322,C0000605,PL018,Fiber Broadband,12,20-04-2018,15-04-2019,Yes,Auto-Renewed
CN000323,C0000607,PL016,Fiber Broadband,18,08-02-2025,02-08-2026,No,Renewed
CN000324,C0000608,PL006,Prepaid Mobile,24,24-11-2015,13-11-2017,Yes,Pending
CN000325,C0000609,PL005,Prepaid Mobile,12,16-02-2023,11-02-2024,No,Renewed
CN000326,C0000610,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN000327,C0000611,PL017,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Renewed
CN000328,C0000612,PL024,IoT Solutions,24,18-01-2018,08-01-2020,Yes,Renewed
CN000329,C0000613,PL006,Prepaid Mobile,24,30-09-2019,19-09-2021,Yes,Renewed
CN000330,C0000614,PL005,Prepaid Mobile,12,26-08-2023,20-08-2024,Yes,Renewed
CN000331,C0000617,PL006,Prepaid Mobile,18,12-09-2022,05-03-2024,Yes,Active
CN000332,C0000618,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,Yes,Renewed
CN000333,C0000622,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN000334,C0000625,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Active
CN000335,C0000628,PL015,Fiber Broadband,12,01-07-2020,26-06-2021,Yes,Pending
CN000336,C0000631,PL008,Postpaid Mobile,24,30-12-2019,19-12-2021,Yes,Pending
CN000337,C0000632,PL009,Postpaid Mobile,18,18-03-2024,09-09-2025,No,Renewed
CN000338,C0000633,PL018,Fiber Broadband,12,18-06-2019,12-06-2020,No,Auto-Renewed
CN000339,C0000634,PL022,Enterprise,18,06-05-2022,28-10-2023,Yes,Auto-Renewed
CN000340,C0000637,PL005,Prepaid Mobile,24,18-05-2023,07-05-2025,No,Pending
CN000341,C0000638,PL010,Postpaid Mobile,12,11-12-2016,06-12-2017,Yes,Renewed
CN000342,C0000639,PL007,Postpaid Mobile,36,25-12-2024,10-12-2027,Yes,Renewed
CN000343,C0000640,PL016,Fiber Broadband,24,24-06-2019,13-06-2021,Yes,Auto-Renewed
CN000344,C0000642,PL017,Fiber Broadband,18,05-06-2022,27-11-2023,Yes,Auto-Renewed
CN000345,C0000644,PL018,Fiber Broadband,18,01-01-2014,25-06-2015,No,Cancelled
CN000346,C0000646,PL011,Postpaid Mobile,12,01-07-2022,26-06-2023,No,Active
CN000347,C0000649,PL005,Prepaid Mobile,24,25-09-2021,15-09-2023,Yes,Active
CN000348,C0000655,PL025,Smart Home,24,13-12-2022,02-12-2024,No,Auto-Renewed
CN000349,C0000657,PL023,IoT Solutions,12,05-04-2024,31-03-2025,Yes,Auto-Renewed
CN000350,C0000660,PL009,Postpaid Mobile,12,24-05-2022,19-05-2023,No,Pending
CN000351,C0000662,PL009,Postpaid Mobile,24,01-03-2022,19-02-2024,Yes,Pending
CN000352,C0000663,PL006,Prepaid Mobile,12,09-12-2019,03-12-2020,No,Active
CN000353,C0000664,PL010,Postpaid Mobile,24,20-05-2017,10-05-2019,Yes,Auto-Renewed
CN000354,C0000665,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Pending
CN000355,C0000666,PL005,Prepaid Mobile,12,24-12-2016,19-12-2017,No,Active
CN000356,C0000667,PL005,Prepaid Mobile,24,19-09-2021,09-09-2023,No,Active
CN000357,C0000668,PL016,Fiber Broadband,18,19-12-2020,12-06-2022,No,Renewed
CN000358,C0000669,PL005,Prepaid Mobile,24,29-10-2019,18-10-2021,No,Pending
CN000359,C0000671,PL006,Prepaid Mobile,12,11-10-2021,06-10-2022,Yes,Active
CN000360,C0000675,PL017,Fiber Broadband,24,01-01-2014,22-12-2015,Yes,Auto-Renewed
CN000361,C0000676,PL007,Postpaid Mobile,12,02-10-2021,27-09-2022,Yes,Active
CN000362,C0000680,PL008,Postpaid Mobile,36,01-06-2020,17-05-2023,Yes,Auto-Renewed
CN000363,C0000681,PL005,Prepaid Mobile,18,06-03-2019,27-08-2020,Yes,Active
CN000364,C0000682,PL006,Prepaid Mobile,24,25-06-2017,15-06-2019,Yes,Auto-Renewed
CN000365,C0000688,PL018,Fiber Broadband,24,08-08-2022,28-07-2024,Yes,Renewed
CN000366,C0000689,PL016,Fiber Broadband,12,02-06-2021,28-05-2022,Yes,Cancelled
CN000367,C0000690,PL016,Fiber Broadband,24,26-12-2017,16-12-2019,Yes,Auto-Renewed
CN000368,C0000694,PL010,Postpaid Mobile,36,09-12-2014,23-11-2017,Yes,Renewed
CN000369,C0000696,PL021,Enterprise,36,01-01-2014,16-12-2016,No,Renewed
CN000370,C0000697,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN000371,C0000706,PL009,Postpaid Mobile,12,12-01-2022,07-01-2023,No,Renewed
CN000372,C0000707,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Pending
CN000373,C0000708,PL011,Postpaid Mobile,24,01-08-2017,22-07-2019,Yes,Renewed
CN000374,C0000709,PL018,Fiber Broadband,12,26-04-2018,21-04-2019,Yes,Active
CN000375,C0000712,PL024,IoT Solutions,36,11-03-2014,23-02-2017,Yes,Renewed
CN000376,C0000716,PL025,Smart Home,12,16-01-2022,11-01-2023,No,Renewed
CN000377,C0000717,PL011,Postpaid Mobile,24,11-03-2014,29-02-2016,Yes,Active
CN000378,C0000724,PL007,Postpaid Mobile,18,13-01-2022,07-07-2023,No,Renewed
CN000379,C0000725,PL021,Enterprise,12,01-01-2014,27-12-2014,No,Pending
CN000380,C0000726,PL023,IoT Solutions,24,03-07-2022,22-06-2024,No,Active
CN000381,C0000729,PL011,Postpaid Mobile,36,12-11-2024,28-10-2027,Yes,Pending
CN000382,C0000730,PL008,Postpaid Mobile,12,12-10-2017,07-10-2018,No,Auto-Renewed
CN000383,C0000732,PL021,Enterprise,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN000384,C0000734,PL022,Enterprise,24,20-06-2024,10-06-2026,Yes,Cancelled
CN000385,C0000736,PL021,Enterprise,24,24-12-2025,14-12-2027,No,Renewed
CN000386,C0000738,PL006,Prepaid Mobile,12,17-06-2016,12-06-2017,Yes,Renewed
CN000387,C0000739,PL017,Fiber Broadband,24,04-02-2016,24-01-2018,No,Active
CN000388,C0000740,PL009,Postpaid Mobile,36,27-01-2024,11-01-2027,Yes,Auto-Renewed
CN000389,C0000741,PL023,IoT Solutions,12,29-04-2021,24-04-2022,No,Auto-Renewed
CN000390,C0000743,PL008,Postpaid Mobile,12,04-01-2016,29-12-2016,Yes,Active
CN000391,C0000744,PL008,Postpaid Mobile,12,26-08-2023,20-08-2024,No,Not Renewed
CN000392,C0000748,PL018,Fiber Broadband,18,01-01-2014,25-06-2015,No,Renewed
CN000393,C0000749,PL009,Postpaid Mobile,36,26-07-2024,11-07-2027,Yes,Renewed
CN000394,C0000754,PL006,Prepaid Mobile,12,30-04-2016,25-04-2017,No,Active
CN000395,C0000758,PL008,Postpaid Mobile,12,18-02-2017,13-02-2018,No,Auto-Renewed
CN000396,C0000760,PL016,Fiber Broadband,24,07-03-2023,24-02-2025,Yes,Not Renewed
CN000397,C0000761,PL007,Postpaid Mobile,12,05-11-2021,31-10-2022,No,Auto-Renewed
CN000398,C0000766,PL025,Smart Home,12,16-06-2025,11-06-2026,No,Cancelled
CN000399,C0000767,PL018,Fiber Broadband,12,08-02-2020,02-02-2021,No,Renewed
CN000400,C0000768,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Pending
CN000401,C0000770,PL024,IoT Solutions,24,26-05-2015,15-05-2017,No,Active
CN000402,C0000772,PL025,Smart Home,12,19-02-2017,14-02-2018,Yes,Renewed
CN000403,C0000773,PL010,Postpaid Mobile,36,25-06-2021,09-06-2024,No,Active
CN000404,C0000774,PL005,Prepaid Mobile,12,08-01-2018,03-01-2019,Yes,Auto-Renewed
CN000405,C0000776,PL008,Postpaid Mobile,12,02-10-2024,27-09-2025,Yes,Active
CN000406,C0000778,PL011,Postpaid Mobile,12,09-08-2014,04-08-2015,Yes,Auto-Renewed
CN000407,C0000782,PL010,Postpaid Mobile,18,06-02-2021,31-07-2022,Yes,Active
CN000408,C0000783,PL007,Postpaid Mobile,12,07-11-2014,02-11-2015,No,Auto-Renewed
CN000409,C0000786,PL023,IoT Solutions,12,20-02-2020,14-02-2021,No,Auto-Renewed
CN000410,C0000787,PL006,Prepaid Mobile,36,01-01-2014,16-12-2016,Yes,Renewed
CN000411,C0000790,PL016,Fiber Broadband,24,02-08-2025,23-07-2027,Yes,Auto-Renewed
CN000412,C0000791,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Active
CN000413,C0000792,PL016,Fiber Broadband,18,28-05-2019,18-11-2020,No,Not Renewed
CN000414,C0000793,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Pending
CN000415,C0000798,PL005,Prepaid Mobile,12,28-12-2016,23-12-2017,Yes,Renewed
CN000416,C0000800,PL023,IoT Solutions,24,09-08-2020,30-07-2022,No,Active
CN000417,C0000802,PL008,Postpaid Mobile,12,04-07-2017,29-06-2018,No,Renewed
CN000418,C0000803,PL006,Prepaid Mobile,18,11-05-2018,02-11-2019,Yes,Pending
CN000419,C0000804,PL006,Prepaid Mobile,36,10-02-2023,25-01-2026,Yes,Active
CN000420,C0000806,PL018,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Renewed
CN000421,C0000807,PL017,Fiber Broadband,24,25-01-2015,14-01-2017,No,Not Renewed
CN000422,C0000808,PL007,Postpaid Mobile,12,01-01-2016,26-12-2016,Yes,Auto-Renewed
CN000423,C0000810,PL006,Prepaid Mobile,24,15-02-2025,05-02-2027,No,Renewed
CN000424,C0000811,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Pending
CN000425,C0000815,PL005,Prepaid Mobile,24,02-04-2015,22-03-2017,Yes,Pending
CN000426,C0000818,PL021,Enterprise,12,29-08-2025,24-08-2026,Yes,Active
CN000427,C0000821,PL009,Postpaid Mobile,12,29-04-2021,24-04-2022,No,Auto-Renewed
CN000428,C0000829,PL017,Fiber Broadband,36,10-02-2022,25-01-2025,Yes,Active
CN000429,C0000831,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN000430,C0000832,PL015,Fiber Broadband,12,23-08-2018,18-08-2019,Yes,Not Renewed
CN000431,C0000836,PL007,Postpaid Mobile,36,03-08-2016,19-07-2019,Yes,Pending
CN000432,C0000837,PL015,Fiber Broadband,12,19-09-2021,14-09-2022,No,Auto-Renewed
CN000433,C0000839,PL021,Enterprise,18,12-04-2019,03-10-2020,Yes,Renewed
CN000434,C0000840,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,No,Auto-Renewed
CN000435,C0000846,PL015,Fiber Broadband,24,02-04-2024,23-03-2026,Yes,Not Renewed
CN000436,C0000847,PL007,Postpaid Mobile,18,14-11-2020,08-05-2022,No,Auto-Renewed
CN000437,C0000848,PL007,Postpaid Mobile,12,12-01-2019,07-01-2020,Yes,Auto-Renewed
CN000438,C0000850,PL011,Postpaid Mobile,12,27-08-2019,21-08-2020,Yes,Auto-Renewed
CN000439,C0000851,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Active
CN000440,C0000854,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Renewed
CN000441,C0000856,PL008,Postpaid Mobile,12,21-07-2020,16-07-2021,No,Active
CN000442,C0000857,PL008,Postpaid Mobile,24,16-10-2017,06-10-2019,Yes,Active
CN000443,C0000858,PL007,Postpaid Mobile,24,21-01-2024,10-01-2026,No,Auto-Renewed
CN000444,C0000861,PL006,Prepaid Mobile,24,25-01-2019,14-01-2021,Yes,Renewed
CN000445,C0000862,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN000446,C0000864,PL015,Fiber Broadband,36,01-01-2014,16-12-2016,Yes,Renewed
CN000447,C0000865,PL022,Enterprise,36,29-08-2019,13-08-2022,No,Renewed
CN000448,C0000868,PL023,IoT Solutions,12,21-10-2017,16-10-2018,No,Active
CN000449,C0000869,PL018,Fiber Broadband,18,18-12-2024,11-06-2026,No,Renewed
CN000450,C0000870,PL017,Fiber Broadband,24,01-01-2014,22-12-2015,No,Renewed
CN000451,C0000871,PL007,Postpaid Mobile,12,08-12-2016,03-12-2017,Yes,Renewed
CN000452,C0000873,PL008,Postpaid Mobile,24,09-07-2014,28-06-2016,Yes,Active
CN000453,C0000876,PL009,Postpaid Mobile,24,08-10-2015,27-09-2017,Yes,Auto-Renewed
CN000454,C0000878,PL005,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Renewed
CN000455,C0000879,PL015,Fiber Broadband,18,13-12-2024,06-06-2026,Yes,Not Renewed
CN000456,C0000883,PL024,IoT Solutions,12,18-04-2014,13-04-2015,No,Renewed
CN000457,C0000884,PL008,Postpaid Mobile,12,09-01-2021,04-01-2022,No,Renewed
CN000458,C0000885,PL009,Postpaid Mobile,12,12-04-2023,06-04-2024,No,Not Renewed
CN000459,C0000886,PL009,Postpaid Mobile,18,01-09-2025,23-02-2027,No,Pending
CN000460,C0000893,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,No,Renewed
CN000461,C0000896,PL022,Enterprise,12,01-01-2014,27-12-2014,No,Auto-Renewed
CN000462,C0000900,PL006,Prepaid Mobile,12,03-01-2021,29-12-2021,Yes,Not Renewed
CN000463,C0000901,PL025,Smart Home,18,06-05-2016,28-10-2017,Yes,Renewed
CN000464,C0000903,PL018,Fiber Broadband,12,21-06-2019,15-06-2020,No,Auto-Renewed
CN000465,C0000904,PL006,Prepaid Mobile,24,02-02-2024,22-01-2026,Yes,Renewed
CN000466,C0000905,PL025,Smart Home,24,20-03-2019,09-03-2021,No,Cancelled
CN000467,C0000906,PL008,Postpaid Mobile,12,15-08-2023,09-08-2024,No,Active
CN000468,C0000911,PL006,Prepaid Mobile,36,27-12-2022,11-12-2025,Yes,Renewed
CN000469,C0000914,PL016,Fiber Broadband,24,01-01-2014,22-12-2015,No,Auto-Renewed
CN000470,C0000918,PL009,Postpaid Mobile,24,23-11-2016,13-11-2018,Yes,Renewed
CN000471,C0000920,PL005,Prepaid Mobile,36,29-05-2020,14-05-2023,No,Active
CN000472,C0000921,PL018,Fiber Broadband,18,07-02-2015,31-07-2016,Yes,Not Renewed
CN000473,C0000922,PL010,Postpaid Mobile,24,15-02-2025,05-02-2027,Yes,Renewed
CN000474,C0000923,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,No,Renewed
CN000475,C0000924,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,No,Pending
CN000476,C0000925,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Active
CN000477,C0000929,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Renewed
CN000478,C0000932,PL022,Enterprise,18,19-03-2021,10-09-2022,Yes,Active
CN000479,C0000933,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,No,Renewed
CN000480,C0000934,PL007,Postpaid Mobile,12,30-08-2024,25-08-2025,Yes,Auto-Renewed
CN000481,C0000936,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Active
CN000482,C0000937,PL005,Prepaid Mobile,18,08-03-2024,30-08-2025,Yes,Cancelled
CN000483,C0000938,PL016,Fiber Broadband,12,18-08-2025,13-08-2026,Yes,Not Renewed
CN000484,C0000940,PL009,Postpaid Mobile,24,26-08-2014,15-08-2016,No,Pending
CN000485,C0000943,PL008,Postpaid Mobile,18,23-12-2021,16-06-2023,Yes,Not Renewed
CN000486,C0000945,PL015,Fiber Broadband,36,05-03-2024,18-02-2027,Yes,Not Renewed
CN000487,C0000947,PL023,IoT Solutions,24,20-06-2016,10-06-2018,No,Active
CN000488,C0000948,PL015,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Active
CN000489,C0000949,PL006,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Not Renewed
CN000490,C0000951,PL008,Postpaid Mobile,36,04-07-2020,19-06-2023,No,Renewed
CN000491,C0000954,PL010,Postpaid Mobile,24,27-08-2025,17-08-2027,No,Active
CN000492,C0000956,PL006,Prepaid Mobile,24,25-01-2024,14-01-2026,Yes,Not Renewed
CN000493,C0000957,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Renewed
CN000494,C0000959,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Auto-Renewed
CN000495,C0000960,PL025,Smart Home,24,18-04-2025,08-04-2027,No,Not Renewed
CN000496,C0000961,PL006,Prepaid Mobile,12,14-07-2018,09-07-2019,Yes,Renewed
CN000497,C0000965,PL005,Prepaid Mobile,36,01-01-2014,16-12-2016,No,Not Renewed
CN000498,C0000966,PL011,Postpaid Mobile,36,15-02-2020,30-01-2023,Yes,Active
CN000499,C0000967,PL008,Postpaid Mobile,12,15-09-2017,10-09-2018,No,Active
CN000500,C0000968,PL011,Postpaid Mobile,18,01-01-2014,25-06-2015,No,Active
CN000501,C0000971,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN000502,C0000972,PL018,Fiber Broadband,24,09-06-2016,30-05-2018,Yes,Renewed
CN000503,C0000973,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,No,Auto-Renewed
CN000504,C0000974,PL006,Prepaid Mobile,24,14-09-2022,03-09-2024,No,Active
CN000505,C0000975,PL006,Prepaid Mobile,36,18-12-2024,03-12-2027,Yes,Active
CN000506,C0000976,PL022,Enterprise,24,22-12-2023,11-12-2025,No,Auto-Renewed
CN000507,C0000979,PL010,Postpaid Mobile,12,04-09-2014,30-08-2015,Yes,Auto-Renewed
CN000508,C0000980,PL006,Prepaid Mobile,36,15-08-2017,30-07-2020,Yes,Auto-Renewed
CN000509,C0000981,PL024,IoT Solutions,12,30-04-2024,25-04-2025,Yes,Auto-Renewed
CN000510,C0000982,PL010,Postpaid Mobile,36,01-12-2021,15-11-2024,Yes,Pending
CN000511,C0000983,PL010,Postpaid Mobile,12,22-11-2020,17-11-2021,Yes,Renewed
CN000512,C0000985,PL018,Fiber Broadband,12,15-12-2020,10-12-2021,Yes,Auto-Renewed
CN000513,C0000987,PL006,Prepaid Mobile,12,01-08-2017,27-07-2018,No,Active
CN000514,C0000988,PL023,IoT Solutions,18,23-06-2016,15-12-2017,Yes,Renewed
CN000515,C0000991,PL006,Prepaid Mobile,18,01-01-2014,25-06-2015,Yes,Active
CN000516,C0000996,PL007,Postpaid Mobile,12,13-02-2025,08-02-2026,Yes,Renewed
CN000517,C0000999,PL024,IoT Solutions,24,27-11-2024,17-11-2026,Yes,Pending
CN000518,C0001000,PL025,Smart Home,12,17-10-2017,12-10-2018,No,Active
CN000519,C0001006,PL005,Prepaid Mobile,18,03-09-2021,25-02-2023,Yes,Pending
CN000520,C0001007,PL010,Postpaid Mobile,18,06-05-2023,27-10-2024,No,Auto-Renewed
CN000521,C0001009,PL018,Fiber Broadband,24,02-05-2023,21-04-2025,No,Renewed
CN000522,C0001010,PL005,Prepaid Mobile,36,01-01-2014,16-12-2016,No,Not Renewed
CN000523,C0001012,PL024,IoT Solutions,36,05-08-2019,20-07-2022,No,Renewed
CN000524,C0001013,PL011,Postpaid Mobile,24,16-02-2025,06-02-2027,No,Renewed
CN000525,C0001017,PL008,Postpaid Mobile,12,17-08-2015,11-08-2016,No,Pending
CN000526,C0001018,PL021,Enterprise,12,26-08-2019,20-08-2020,No,Auto-Renewed
CN000527,C0001019,PL015,Fiber Broadband,18,01-01-2014,25-06-2015,Yes,Renewed
CN000528,C0001020,PL011,Postpaid Mobile,24,01-01-2014,22-12-2015,No,Auto-Renewed
CN000529,C0001021,PL007,Postpaid Mobile,24,26-06-2019,15-06-2021,Yes,Not Renewed
CN000530,C0001022,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Renewed
CN000531,C0001024,PL011,Postpaid Mobile,36,17-05-2014,01-05-2017,Yes,Auto-Renewed
CN000532,C0001025,PL017,Fiber Broadband,12,09-06-2016,04-06-2017,Yes,Auto-Renewed
CN000533,C0001026,PL011,Postpaid Mobile,24,25-04-2016,15-04-2018,No,Active
CN000534,C0001027,PL010,Postpaid Mobile,24,02-01-2026,23-12-2027,No,Active
CN000535,C0001029,PL006,Prepaid Mobile,12,28-01-2022,23-01-2023,Yes,Pending
CN000536,C0001032,PL022,Enterprise,18,01-01-2014,25-06-2015,Yes,Auto-Renewed
CN000537,C0001033,PL005,Prepaid Mobile,12,30-03-2020,25-03-2021,Yes,Renewed
CN000538,C0001034,PL010,Postpaid Mobile,12,31-07-2020,26-07-2021,Yes,Not Renewed
CN000539,C0001035,PL024,IoT Solutions,24,13-01-2023,02-01-2025,No,Auto-Renewed
CN000540,C0001037,PL007,Postpaid Mobile,24,27-08-2018,16-08-2020,Yes,Auto-Renewed
CN000541,C0001038,PL009,Postpaid Mobile,24,01-07-2022,20-06-2024,No,Pending
CN000542,C0001039,PL025,Smart Home,36,09-04-2025,24-03-2028,No,Pending
CN000543,C0001040,PL025,Smart Home,36,16-07-2021,30-06-2024,No,Active
CN000544,C0001044,PL010,Postpaid Mobile,36,20-06-2019,04-06-2022,Yes,Not Renewed
CN000545,C0001045,PL006,Prepaid Mobile,12,17-08-2014,12-08-2015,No,Renewed
CN000546,C0001046,PL005,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Auto-Renewed
CN000547,C0001048,PL006,Prepaid Mobile,12,15-02-2016,09-02-2017,No,Not Renewed
CN000548,C0001050,PL008,Postpaid Mobile,12,24-07-2017,19-07-2018,No,Not Renewed
CN000549,C0001051,PL018,Fiber Broadband,36,08-12-2017,22-11-2020,Yes,Cancelled
CN000550,C0001053,PL005,Prepaid Mobile,24,01-01-2014,22-12-2015,Yes,Renewed
CN000551,C0001055,PL025,Smart Home,12,10-03-2023,04-03-2024,Yes,Not Renewed
CN000552,C0001056,PL007,Postpaid Mobile,18,24-11-2015,17-05-2017,Yes,Pending
CN000553,C0001057,PL022,Enterprise,36,19-11-2015,03-11-2018,No,Active
CN000554,C0001058,PL018,Fiber Broadband,12,01-01-2014,27-12-2014,No,Pending
CN000555,C0001059,PL010,Postpaid Mobile,12,20-04-2018,15-04-2019,Yes,Not Renewed
CN000556,C0001060,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,No,Auto-Renewed
CN000557,C0001061,PL016,Fiber Broadband,24,28-11-2023,17-11-2025,Yes,Renewed
CN000558,C0001062,PL023,IoT Solutions,12,20-07-2014,15-07-2015,Yes,Active
CN000559,C0001063,PL016,Fiber Broadband,12,01-01-2014,27-12-2014,Yes,Renewed
CN000560,C0001065,PL006,Prepaid Mobile,36,05-01-2017,21-12-2019,Yes,Auto-Renewed
CN000561,C0001066,PL018,Fiber Broadband,24,12-07-2023,01-07-2025,No,Pending
CN000562,C0001067,PL011,Postpaid Mobile,12,15-01-2023,10-01-2024,No,Active
CN000563,C0001068,PL017,Fiber Broadband,12,26-09-2014,21-09-2015,No,Renewed
CN000564,C0001069,PL006,Prepaid Mobile,12,01-01-2014,27-12-2014,Yes,Pending
CN000565,C0001071,PL017,Fiber Broadband,36,06-05-2016,21-04-2019,Yes,Active
CN000566,C0001073,PL008,Postpaid Mobile,24,05-04-2022,25-03-2024,Yes,Auto-Renewed
CN000567,C0001075,PL005,Prepaid Mobile,12,02-09-2017,28-08-2018,No,Not Renewed
CN000568,C0001076,PL005,Prepaid Mobile,12,30-06-2020,25-06-2021,Yes,Renewed
CN000569,C0001077,PL007,Postpaid Mobile,24,24-11-2023,13-11-2025,No,Not Renewed
CN000570,C0001080,PL010,Postpaid Mobile,12,11-10-2016,06-10-2017,No,Renewed
CN000571,C0001082,PL005,Prepaid Mobile,24,04-04-2024,25-03-2026,No,Not Renewed
CN000572,C0001084,PL008,Postpaid Mobile,18,06-01-2014,30-06-2015,No,Renewed
CN000573,C0001085,PL008,Postpaid Mobile,12,21-03-2022,16-03-2023,Yes,Pending
CN000574,C0001087,PL018,Fiber Broadband,12,01-09-2022,27-08-2023,Yes,Pending
CN000575,C0001089,PL023,IoT Solutions,24,04-11-2014,24-10-2016,Yes,Renewed
CN000576,C0001090,PL018,Fiber Broadband,12,03-12-2023,27-11-2024,No,Auto-Renewed
CN000577,C0001093,PL010,Postpaid Mobile,12,23-08-2025,18-08-2026,Yes,Not Renewed
CN000578,C0001094,PL009,Postpaid Mobile,12,09-01-2019,04-01-2020,Yes,Active
CN000579,C0001096,PL005,Prepaid Mobile,18,03-09-2025,25-02-2027,Yes,Auto-Renewed
