campaign_id,customer_id,campaign_name,offer_type,contact_date,channel,response,retained_flag
RTC0000282,C0000843,Loyalty Save,Priority Support,29-04-2025,App,Declined,Yes
RTC0000283,C0000844,Renewal Nudge,Extra Data 50GB,03-02-2026,Call,No Response,Yes
RTC0000284,C0000845,Value Retention,Extra Data 50GB,07-06-2025,SMS,Declined,Yes
RTC0000285,C0000846,Value Retention,Cashback Voucher,12-02-2025,Call,Declined,No
RTC0000286,C0000848,Renewal Nudge,Loyalty Discount 10%,21-04-2025,Call,Accepted,Yes
RTC0000287,C0000851,At-Risk Outreach,Loyalty Discount 10%,25-03-2025,Email,Declined,Yes
RTC0000288,C0000852,Value Retention,Plan Upgrade Offer,15-07-2025,App,Declined,No
RTC0000289,C0000853,Value Retention,Annual Plan Discount,14-03-2026,App,Declined,Yes
RTC0000290,C0000856,At-Risk Outreach,Priority Support,23-03-2025,WhatsApp,Accepted,Yes
RTC0000291,C0000859,Loyalty Save,Plan Upgrade Offer,30-01-2026,App,Accepted,Yes
RTC0000292,C0000864,Value Retention,Bill Waiver,31-05-2025,Call,No Response,Yes
RTC0000293,C0000865,Win-Back Drive,Extra Data 50GB,09-01-2026,App,No Response,Yes
RTC0000294,C0000876,Loyalty Save,Bill Waiver,21-02-2025,App,No Response,Yes
RTC0000295,C0000883,Value Retention,Priority Support,30-10-2025,Call,Accepted,Yes
RTC0000296,C0000887,Loyalty Save,Loyalty Discount 10%,19-02-2026,WhatsApp,No Response,Yes
RTC0000297,C0000892,Value Retention,Priority Support,31-01-2025,Email,Accepted,No
RTC0000298,C0000893,Value Retention,Extra Data 50GB,10-03-2026,WhatsApp,Accepted,Yes
RTC0000299,C0000896,Value Retention,Priority Support,22-10-2025,App,Accepted,Yes
RTC0000300,C0000898,Win-Back Drive,Free OTT 3 Months,03-04-2025,App,Accepted,Yes
RTC0000301,C0000900,Renewal Nudge,Cashback Voucher,15-01-2025,Email,Accepted,No
RTC0000302,C0000903,Win-Back Drive,Annual Plan Discount,30-10-2025,WhatsApp,Declined,Yes
RTC0000303,C0000904,Renewal Nudge,Extra Data 50GB,23-01-2026,Email,Accepted,Yes
RTC0000304,C0000906,Loyalty Save,Loyalty Discount 10%,24-03-2026,SMS,Declined,Yes
RTC0000305,C0000907,Value Retention,Extra Data 50GB,27-01-2025,Email,No Response,Yes
RTC0000306,C0000908,Renewal Nudge,Priority Support,18-03-2026,SMS,Accepted,No
RTC0000307,C0000909,Loyalty Save,Free OTT 3 Months,08-01-2026,App,Accepted,Yes
RTC0000308,C0000912,Loyalty Save,Loyalty Discount 10%,18-01-2026,WhatsApp,Accepted,Yes
RTC0000309,C0000915,Renewal Nudge,Free OTT 3 Months,08-04-2025,Email,Declined,Yes
RTC0000310,C0000918,Win-Back Drive,Priority Support,17-11-2025,SMS,Accepted,Yes
RTC0000311,C0000919,Renewal Nudge,Plan Upgrade Offer,03-11-2025,Email,Accepted,Yes
RTC0000312,C0000920,Loyalty Save,Annual Plan Discount,08-08-2025,Email,Declined,Yes
RTC0000313,C0000921,At-Risk Outreach,Plan Upgrade Offer,14-02-2026,Email,Accepted,No
RTC0000314,C0000925,Renewal Nudge,Annual Plan Discount,04-05-2025,App,No Response,Yes
RTC0000315,C0000926,Renewal Nudge,Plan Upgrade Offer,21-03-2025,WhatsApp,Declined,Yes
RTC0000316,C0000927,Win-Back Drive,Bill Waiver,21-12-2025,SMS,Accepted,Yes
RTC0000317,C0000931,Value Retention,Plan Upgrade Offer,30-06-2025,Call,Declined,Yes
RTC0000318,C0000932,Loyalty Save,Loyalty Discount 10%,23-03-2025,SMS,Declined,Yes
RTC0000319,C0000933,Value Retention,Bill Waiver,03-06-2025,Email,Accepted,Yes
RTC0000320,C0000937,Renewal Nudge,Extra Data 50GB,03-09-2025,Call,No Response,No
RTC0000321,C0000939,Win-Back Drive,Free OTT 3 Months,08-12-2025,App,Accepted,Yes
RTC0000322,C0000941,Loyalty Save,Extra Data 50GB,14-07-2025,Call,Accepted,No
RTC0000323,C0000953,At-Risk Outreach,Free OTT 3 Months,06-02-2026,WhatsApp,Accepted,No
RTC0000324,C0000956,Loyalty Save,Bill Waiver,21-07-2025,Call,Declined,No
RTC0000325,C0000957,Value Retention,Bill Waiver,21-03-2025,Call,Accepted,Yes
RTC0000326,C0000958,At-Risk Outreach,Cashback Voucher,25-04-2025,WhatsApp,Accepted,Yes
RTC0000327,C0000959,Renewal Nudge,Plan Upgrade Offer,27-11-2025,WhatsApp,Accepted,Yes
RTC0000328,C0000962,Value Retention,Extra Data 50GB,01-09-2025,SMS,Declined,No
RTC0000329,C0000967,Loyalty Save,Priority Support,28-02-2025,Email,Accepted,Yes
RTC0000330,C0000968,Value Retention,Priority Support,31-01-2025,WhatsApp,No Response,Yes
RTC0000331,C0000971,Loyalty Save,Free OTT 3 Months,11-11-2025,WhatsApp,Declined,Yes
RTC0000332,C0000973,At-Risk Outreach,Annual Plan Discount,07-05-2025,SMS,No Response,Yes
RTC0000333,C0000975,Loyalty Save,Annual Plan Discount,25-09-2025,WhatsApp,No Response,Yes
RTC0000334,C0000979,Loyalty Save,Free OTT 3 Months,26-06-2025,Call,Accepted,Yes
RTC0000335,C0000985,Win-Back Drive,Bill Waiver,09-01-2026,Call,Accepted,Yes
RTC0000336,C0000987,Loyalty Save,Cashback Voucher,12-05-2025,Call,No Response,Yes
RTC0000337,C0000996,Loyalty Save,Bill Waiver,22-08-2025,App,Accepted,Yes
RTC0000338,C0000997,Renewal Nudge,Priority Support,02-07-2025,Email,Declined,Yes
RTC0000339,C0000999,Value Retention,Cashback Voucher,25-01-2026,Call,Declined,Yes
RTC0000340,C0001003,Renewal Nudge,Loyalty Discount 10%,12-05-2025,SMS,Declined,No
RTC0000341,C0001008,Loyalty Save,Loyalty Discount 10%,06-09-2025,SMS,Declined,No
RTC0000342,C0001011,At-Risk Outreach,Annual Plan Discount,24-07-2025,SMS,Accepted,Yes
RTC0000343,C0001015,Loyalty Save,Bill Waiver,27-01-2025,Email,Accepted,Yes
RTC0000344,C0001020,Loyalty Save,Cashback Voucher,26-02-2026,WhatsApp,Accepted,Yes
RTC0000345,C0001022,At-Risk Outreach,Free OTT 3 Months,24-04-2025,Email,Accepted,Yes
RTC0000346,C0001028,At-Risk Outreach,Annual Plan Discount,13-01-2026,Email,No Response,Yes
RTC0000347,C0001038,Win-Back Drive,Plan Upgrade Offer,18-06-2025,App,No Response,Yes
RTC0000348,C0001040,Value Retention,Extra Data 50GB,05-03-2026,SMS,No Response,Yes
RTC0000349,C0001042,Loyalty Save,Extra Data 50GB,15-07-2025,SMS,Accepted,Yes
RTC0000350,C0001047,Loyalty Save,Free OTT 3 Months,22-01-2025,App,Declined,No
RTC0000351,C0001052,Renewal Nudge,Extra Data 50GB,15-03-2026,SMS,Accepted,Yes
RTC0000352,C0001056,Loyalty Save,Annual Plan Discount,28-01-2025,Email,No Response,Yes
RTC0000353,C0001057,Renewal Nudge,Plan Upgrade Offer,19-07-2025,App,Declined,Yes
RTC0000354,C0001063,Value Retention,Cashback Voucher,14-01-2026,SMS,Accepted,Yes
RTC0000355,C0001067,At-Risk Outreach,Extra Data 50GB,28-11-2025,App,Accepted,Yes
RTC0000356,C0001075,Win-Back Drive,Plan Upgrade Offer,02-11-2025,Email,Declined,No
RTC0000357,C0001078,At-Risk Outreach,Loyalty Discount 10%,05-09-2025,Email,No Response,No
RTC0000358,C0001079,Win-Back Drive,Free OTT 3 Months,28-07-2025,WhatsApp,No Response,Yes
RTC0000359,C0001080,Loyalty Save,Priority Support,31-05-2025,Email,No Response,Yes
RTC0000360,C0001081,Renewal Nudge,Plan Upgrade Offer,22-12-2025,Call,Accepted,No
RTC0000361,C0001084,At-Risk Outreach,Extra Data 50GB,06-08-2025,Email,Declined,Yes
RTC0000362,C0001087,Loyalty Save,Annual Plan Discount,06-05-2025,WhatsApp,Accepted,Yes
RTC0000363,C0001092,At-Risk Outreach,Free OTT 3 Months,14-03-2025,Email,Declined,Yes
RTC0000364,C0001093,Renewal Nudge,Extra Data 50GB,03-06-2025,Email,Declined,No
RTC0000365,C0001094,Loyalty Save,Loyalty Discount 10%,27-09-2025,App,Accepted,Yes
RTC0000366,C0001097,At-Risk Outreach,Bill Waiver,27-08-2025,Call,Declined,Yes
RTC0000367,C0001101,Loyalty Save,Free OTT 3 Months,15-10-2025,Email,No Response,No
RTC0000368,C0001102,Value Retention,Loyalty Discount 10%,23-02-2025,App,No Response,No
RTC0000369,C0001103,Win-Back Drive,Plan Upgrade Offer,01-09-2025,Call,Accepted,Yes
RTC0000370,C0001108,Win-Back Drive,Bill Waiver,01-07-2025,Call,No Response,No
RTC0000371,C0001112,Win-Back Drive,Annual Plan Discount,28-03-2026,SMS,Accepted,Yes
RTC0000372,C0001114,At-Risk Outreach,Annual Plan Discount,03-04-2025,Call,No Response,Yes
RTC0000373,C0001116,At-Risk Outreach,Bill Waiver,20-12-2025,SMS,Declined,Yes
RTC0000374,C0001120,At-Risk Outreach,Cashback Voucher,08-03-2026,SMS,No Response,Yes
RTC0000375,C0001122,Loyalty Save,Plan Upgrade Offer,15-03-2025,Call,Accepted,Yes
RTC0000376,C0001126,Loyalty Save,Extra Data 50GB,22-05-2025,Email,Declined,No
RTC0000377,C0001128,Value Retention,Annual Plan Discount,13-02-2026,App,Accepted,Yes
RTC0000378,C0001133,Win-Back Drive,Free OTT 3 Months,26-12-2025,SMS,Accepted,Yes
RTC0000379,C0001137,At-Risk Outreach,Bill Waiver,22-01-2025,WhatsApp,Accepted,Yes
RTC0000380,C0001139,Renewal Nudge,Bill Waiver,24-03-2025,App,Accepted,Yes
RTC0000381,C0001143,Win-Back Drive,Bill Waiver,22-01-2026,Email,Declined,Yes
RTC0000382,C0001145,Loyalty Save,Bill Waiver,01-05-2025,Call,Declined,No
RTC0000383,C0001146,Win-Back Drive,Priority Support,16-02-2026,Email,Declined,Yes
RTC0000384,C0001155,At-Risk Outreach,Extra Data 50GB,22-06-2025,Call,No Response,Yes
RTC0000385,C0001157,Value Retention,Cashback Voucher,08-06-2025,WhatsApp,Declined,Yes
RTC0000386,C0001160,Value Retention,Priority Support,17-01-2026,Email,Accepted,No
RTC0000387,C0001162,Win-Back Drive,Free OTT 3 Months,19-02-2026,Email,Declined,Yes
RTC0000388,C0001163,Loyalty Save,Cashback Voucher,15-08-2025,SMS,Accepted,No
RTC0000389,C0001164,Renewal Nudge,Cashback Voucher,16-12-2025,WhatsApp,Accepted,Yes
RTC0000390,C0001165,Value Retention,Priority Support,20-01-2026,SMS,Accepted,Yes
RTC0000391,C0001167,Loyalty Save,Loyalty Discount 10%,02-09-2025,App,Accepted,No
RTC0000392,C0001171,Renewal Nudge,Extra Data 50GB,31-10-2025,Email,Declined,Yes
RTC0000393,C0001173,Win-Back Drive,Loyalty Discount 10%,16-01-2026,Call,No Response,Yes
RTC0000394,C0001174,Value Retention,Annual Plan Discount,02-03-2026,App,Declined,Yes
RTC0000395,C0001179,Renewal Nudge,Loyalty Discount 10%,20-08-2025,SMS,Accepted,Yes
RTC0000396,C0001182,Win-Back Drive,Priority Support,23-07-2025,WhatsApp,Declined,Yes
RTC0000397,C0001185,Renewal Nudge,Bill Waiver,18-05-2025,Email,Declined,Yes
RTC0000398,C0001186,Renewal Nudge,Extra Data 50GB,01-04-2025,App,Declined,Yes
RTC0000399,C0001188,Renewal Nudge,Bill Waiver,25-03-2025,App,Accepted,Yes
RTC0000400,C0001190,Renewal Nudge,Priority Support,29-01-2025,Call,Accepted,No
RTC0000401,C0001191,Loyalty Save,Cashback Voucher,26-07-2025,Call,Declined,No
RTC0000402,C0001192,Value Retention,Cashback Voucher,26-06-2025,WhatsApp,Declined,Yes
RTC0000403,C0001193,At-Risk Outreach,Loyalty Discount 10%,18-08-2025,SMS,Declined,Yes
RTC0000404,C0001194,At-Risk Outreach,Bill Waiver,06-03-2026,SMS,Accepted,Yes
RTC0000405,C0001195,Loyalty Save,Extra Data 50GB,20-03-2026,App,Declined,Yes
RTC0000406,C0001196,Loyalty Save,Cashback Voucher,17-09-2025,Email,Accepted,No
RTC0000407,C0001199,Win-Back Drive,Loyalty Discount 10%,28-12-2025,Call,Accepted,Yes
RTC0000408,C0001200,Renewal Nudge,Priority Support,25-12-2025,App,Accepted,Yes
RTC0000409,C0001201,Renewal Nudge,Bill Waiver,10-01-2026,Email,Accepted,Yes
RTC0000410,C0001202,Loyalty Save,Bill Waiver,01-02-2026,SMS,Declined,Yes
RTC0000411,C0001212,At-Risk Outreach,Annual Plan Discount,20-06-2025,WhatsApp,Accepted,Yes
RTC0000412,C0001214,Value Retention,Cashback Voucher,03-07-2025,Call,Accepted,No
RTC0000413,C0001216,Value Retention,Priority Support,17-06-2025,WhatsApp,No Response,Yes
RTC0000414,C0001218,Renewal Nudge,Priority Support,02-08-2025,App,Accepted,Yes
RTC0000415,C0001221,Win-Back Drive,Annual Plan Discount,24-01-2026,WhatsApp,Declined,Yes
RTC0000416,C0001226,At-Risk Outreach,Priority Support,29-03-2026,WhatsApp,Declined,Yes
RTC0000417,C0001227,Win-Back Drive,Bill Waiver,10-11-2025,App,Accepted,Yes
RTC0000418,C0001228,Loyalty Save,Cashback Voucher,29-05-2025,Email,Declined,Yes
RTC0000419,C0001230,At-Risk Outreach,Priority Support,21-01-2026,WhatsApp,Accepted,Yes
RTC0000420,C0001231,Win-Back Drive,Annual Plan Discount,09-03-2025,Email,Accepted,Yes
RTC0000421,C0001244,At-Risk Outreach,Cashback Voucher,24-12-2025,App,Accepted,Yes
RTC0000422,C0001248,Win-Back Drive,Cashback Voucher,22-02-2026,SMS,Accepted,Yes
RTC0000423,C0001249,At-Risk Outreach,Annual Plan Discount,11-09-2025,WhatsApp,Accepted,No
RTC0000424,C0001253,Renewal Nudge,Plan Upgrade Offer,18-05-2025,Email,Accepted,No
RTC0000425,C0001259,Win-Back Drive,Annual Plan Discount,15-02-2026,SMS,No Response,No
RTC0000426,C0001260,Value Retention,Free OTT 3 Months,14-06-2025,App,Declined,No
RTC0000427,C0001263,Renewal Nudge,Free OTT 3 Months,09-01-2026,Email,Declined,Yes
RTC0000428,C0001264,Value Retention,Free OTT 3 Months,26-04-2025,Email,Accepted,Yes
RTC0000429,C0001265,Loyalty Save,Annual Plan Discount,28-03-2026,App,Accepted,Yes
RTC0000430,C0001266,Renewal Nudge,Loyalty Discount 10%,10-01-2025,WhatsApp,Declined,No
RTC0000431,C0001268,Value Retention,Free OTT 3 Months,12-07-2025,SMS,No Response,Yes
RTC0000432,C0001273,Loyalty Save,Annual Plan Discount,24-03-2025,App,Declined,Yes
RTC0000433,C0001282,Renewal Nudge,Loyalty Discount 10%,25-01-2026,App,Declined,No
RTC0000434,C0001283,Win-Back Drive,Loyalty Discount 10%,28-09-2025,Email,Accepted,Yes
RTC0000435,C0001284,Value Retention,Cashback Voucher,30-09-2025,App,Declined,No
RTC0000436,C0001285,Renewal Nudge,Loyalty Discount 10%,19-01-2025,WhatsApp,Accepted,Yes
RTC0000437,C0001286,Win-Back Drive,Bill Waiver,14-09-2025,WhatsApp,Accepted,Yes
RTC0000438,C0001292,Win-Back Drive,Extra Data 50GB,28-02-2025,WhatsApp,No Response,Yes
RTC0000439,C0001293,Value Retention,Priority Support,30-03-2026,SMS,Declined,Yes
RTC0000440,C0001296,At-Risk Outreach,Loyalty Discount 10%,27-12-2025,SMS,Accepted,Yes
RTC0000441,C0001298,Win-Back Drive,Free OTT 3 Months,19-05-2025,WhatsApp,Accepted,Yes
RTC0000442,C0001302,At-Risk Outreach,Extra Data 50GB,31-05-2025,SMS,No Response,Yes
RTC0000443,C0001303,At-Risk Outreach,Plan Upgrade Offer,15-01-2025,Email,Accepted,Yes
RTC0000444,C0001305,Win-Back Drive,Plan Upgrade Offer,13-02-2026,Email,No Response,Yes
RTC0000445,C0001307,Win-Back Drive,Priority Support,09-08-2025,SMS,Accepted,Yes
RTC0000446,C0001316,Value Retention,Extra Data 50GB,18-03-2026,Call,No Response,Yes
RTC0000447,C0001318,Value Retention,Annual Plan Discount,02-05-2025,Call,Accepted,No
RTC0000448,C0001320,Win-Back Drive,Annual Plan Discount,17-01-2025,WhatsApp,No Response,Yes
RTC0000449,C0001322,Renewal Nudge,Loyalty Discount 10%,29-11-2025,Call,Accepted,Yes
RTC0000450,C0001325,Win-Back Drive,Loyalty Discount 10%,07-11-2025,SMS,Accepted,No
RTC0000451,C0001331,At-Risk Outreach,Priority Support,16-05-2025,SMS,Declined,Yes
RTC0000452,C0001333,Value Retention,Plan Upgrade Offer,16-05-2025,App,No Response,Yes
RTC0000453,C0001335,Loyalty Save,Cashback Voucher,18-02-2025,Call,No Response,Yes
RTC0000454,C0001337,At-Risk Outreach,Annual Plan Discount,18-01-2026,WhatsApp,Accepted,Yes
RTC0000455,C0001338,Win-Back Drive,Extra Data 50GB,23-12-2025,Call,No Response,No
RTC0000456,C0001341,At-Risk Outreach,Priority Support,06-08-2025,SMS,Accepted,Yes
RTC0000457,C0001344,Renewal Nudge,Cashback Voucher,16-09-2025,Call,Accepted,Yes
RTC0000458,C0001346,Loyalty Save,Bill Waiver,27-01-2026,SMS,Declined,Yes
RTC0000459,C0001347,Renewal Nudge,Free OTT 3 Months,05-02-2025,WhatsApp,Declined,No
RTC0000460,C0001348,At-Risk Outreach,Free OTT 3 Months,23-01-2025,App,Declined,No
RTC0000461,C0001349,Renewal Nudge,Extra Data 50GB,21-02-2025,Call,No Response,Yes
RTC0000462,C0001351,Win-Back Drive,Loyalty Discount 10%,17-09-2025,Call,Declined,Yes
RTC0000463,C0001353,Win-Back Drive,Extra Data 50GB,16-10-2025,WhatsApp,Accepted,Yes
RTC0000464,C0001355,Loyalty Save,Cashback Voucher,09-06-2025,SMS,Accepted,Yes
RTC0000465,C0001358,At-Risk Outreach,Annual Plan Discount,15-10-2025,SMS,Declined,Yes
RTC0000466,C0001363,Renewal Nudge,Free OTT 3 Months,26-03-2025,Call,Accepted,Yes
RTC0000467,C0001364,Renewal Nudge,Priority Support,04-02-2026,WhatsApp,Accepted,Yes
RTC0000468,C0001369,Win-Back Drive,Extra Data 50GB,25-05-2025,WhatsApp,Accepted,Yes
RTC0000469,C0001370,Value Retention,Extra Data 50GB,11-04-2025,SMS,Declined,No
RTC0000470,C0001371,Value Retention,Cashback Voucher,25-08-2025,App,Accepted,Yes
RTC0000471,C0001373,Loyalty Save,Free OTT 3 Months,12-02-2025,Email,No Response,Yes
RTC0000472,C0001375,Loyalty Save,Bill Waiver,23-02-2025,App,Accepted,Yes
RTC0000473,C0001383,At-Risk Outreach,Loyalty Discount 10%,06-02-2026,Call,Accepted,No
RTC0000474,C0001385,Loyalty Save,Plan Upgrade Offer,25-12-2025,App,Declined,Yes
RTC0000475,C0001390,Win-Back Drive,Plan Upgrade Offer,06-03-2026,WhatsApp,Declined,Yes
RTC0000476,C0001392,Win-Back Drive,Cashback Voucher,22-06-2025,WhatsApp,Accepted,Yes
RTC0000477,C0001393,Renewal Nudge,Plan Upgrade Offer,05-11-2025,Email,Accepted,Yes
RTC0000478,C0001403,Value Retention,Annual Plan Discount,06-10-2025,SMS,Declined,Yes
RTC0000479,C0001404,Value Retention,Plan Upgrade Offer,18-12-2025,Call,Accepted,Yes
RTC0000480,C0001408,Win-Back Drive,Annual Plan Discount,04-06-2025,WhatsApp,No Response,No
RTC0000481,C0001410,Renewal Nudge,Annual Plan Discount,16-12-2025,Call,Declined,No
RTC0000482,C0001414,At-Risk Outreach,Extra Data 50GB,02-12-2025,Call,Accepted,No
RTC0000483,C0001415,At-Risk Outreach,Cashback Voucher,01-03-2026,WhatsApp,Accepted,Yes
RTC0000484,C0001420,Renewal Nudge,Extra Data 50GB,26-02-2025,Call,Accepted,Yes
RTC0000485,C0001421,Loyalty Save,Cashback Voucher,21-02-2026,Email,Accepted,Yes
RTC0000486,C0001422,Loyalty Save,Priority Support,19-01-2025,WhatsApp,Accepted,No
RTC0000487,C0001428,At-Risk Outreach,Extra Data 50GB,14-12-2025,WhatsApp,Accepted,Yes
RTC0000488,C0001433,At-Risk Outreach,Free OTT 3 Months,21-07-2025,SMS,No Response,Yes
RTC0000489,C0001435,Loyalty Save,Bill Waiver,12-01-2025,WhatsApp,Declined,Yes
RTC0000490,C0001437,Loyalty Save,Annual Plan Discount,10-03-2026,WhatsApp,Accepted,Yes
RTC0000491,C0001438,Renewal Nudge,Plan Upgrade Offer,15-03-2026,App,No Response,Yes
RTC0000492,C0001439,At-Risk Outreach,Priority Support,21-09-2025,WhatsApp,Declined,Yes
RTC0000493,C0001441,Renewal Nudge,Priority Support,19-12-2025,Call,No Response,No
RTC0000494,C0001443,At-Risk Outreach,Loyalty Discount 10%,02-11-2025,WhatsApp,Accepted,Yes
RTC0000495,C0001445,Value Retention,Free OTT 3 Months,06-04-2025,Call,Accepted,Yes
RTC0000496,C0001452,Renewal Nudge,Annual Plan Discount,21-06-2025,WhatsApp,No Response,Yes
RTC0000497,C0001457,Win-Back Drive,Cashback Voucher,29-10-2025,Call,Accepted,Yes
RTC0000498,C0001459,Loyalty Save,Free OTT 3 Months,28-02-2025,Call,Declined,No
RTC0000499,C0001466,Loyalty Save,Bill Waiver,20-06-2025,SMS,Accepted,Yes
RTC0000500,C0001471,Value Retention,Plan Upgrade Offer,29-08-2025,Call,No Response,Yes
RTC0000501,C0001474,Loyalty Save,Extra Data 50GB,02-11-2025,Email,Accepted,Yes
RTC0000502,C0001476,Renewal Nudge,Annual Plan Discount,30-04-2025,App,No Response,Yes
RTC0000503,C0001477,Loyalty Save,Plan Upgrade Offer,01-02-2025,WhatsApp,Declined,Yes
RTC0000504,C0001478,Loyalty Save,Plan Upgrade Offer,04-01-2025,SMS,Accepted,Yes
RTC0000505,C0001481,Loyalty Save,Free OTT 3 Months,16-08-2025,Call,No Response,Yes
RTC0000506,C0001482,Value Retention,Bill Waiver,08-09-2025,WhatsApp,Accepted,Yes
RTC0000507,C0001488,Value Retention,Bill Waiver,05-11-2025,Call,Accepted,Yes
RTC0000508,C0001489,Win-Back Drive,Plan Upgrade Offer,23-07-2025,WhatsApp,Accepted,Yes
RTC0000509,C0001499,Renewal Nudge,Annual Plan Discount,17-03-2025,SMS,Declined,Yes
RTC0000510,C0001500,Loyalty Save,Bill Waiver,10-03-2025,SMS,Accepted,Yes
RTC0000511,C0001502,Win-Back Drive,Loyalty Discount 10%,09-04-2025,SMS,Declined,Yes
RTC0000512,C0001504,Loyalty Save,Loyalty Discount 10%,12-06-2025,WhatsApp,Accepted,No
RTC0000513,C0001511,Loyalty Save,Plan Upgrade Offer,20-12-2025,WhatsApp,No Response,Yes
RTC0000514,C0001513,At-Risk Outreach,Priority Support,23-12-2025,App,Declined,Yes
RTC0000515,C0001518,At-Risk Outreach,Extra Data 50GB,19-11-2025,Call,Accepted,No
RTC0000516,C0001521,Value Retention,Free OTT 3 Months,06-07-2025,WhatsApp,Accepted,Yes
RTC0000517,C0001523,Renewal Nudge,Free OTT 3 Months,01-01-2026,WhatsApp,Accepted,No
RTC0000518,C0001525,Loyalty Save,Bill Waiver,10-09-2025,WhatsApp,No Response,No
RTC0000519,C0001528,At-Risk Outreach,Extra Data 50GB,11-03-2026,Email,Accepted,Yes
RTC0000520,C0001530,Loyalty Save,Cashback Voucher,03-02-2026,SMS,Accepted,Yes
RTC0000521,C0001533,Loyalty Save,Priority Support,18-11-2025,Email,Accepted,Yes
RTC0000522,C0001535,Loyalty Save,Plan Upgrade Offer,25-03-2026,Call,Accepted,Yes
RTC0000523,C0001536,At-Risk Outreach,Plan Upgrade Offer,11-03-2025,WhatsApp,No Response,No
RTC0000524,C0001539,Renewal Nudge,Free OTT 3 Months,01-03-2026,Call,Accepted,Yes
RTC0000525,C0001540,Loyalty Save,Cashback Voucher,17-02-2025,SMS,Declined,Yes
RTC0000526,C0001548,Value Retention,Plan Upgrade Offer,04-06-2025,App,Accepted,Yes
RTC0000527,C0001551,Value Retention,Extra Data 50GB,21-01-2025,Call,Accepted,Yes
RTC0000528,C0001553,Loyalty Save,Cashback Voucher,31-05-2025,SMS,Accepted,No
RTC0000529,C0001556,Win-Back Drive,Plan Upgrade Offer,07-01-2025,Call,Accepted,Yes
RTC0000530,C0001563,Value Retention,Extra Data 50GB,09-12-2025,WhatsApp,Accepted,Yes
RTC0000531,C0001564,Loyalty Save,Bill Waiver,19-02-2026,Call,Declined,Yes
RTC0000532,C0001566,Loyalty Save,Annual Plan Discount,19-03-2026,WhatsApp,Declined,Yes
RTC0000533,C0001567,Loyalty Save,Loyalty Discount 10%,27-03-2026,App,Accepted,Yes
RTC0000534,C0001568,Loyalty Save,Extra Data 50GB,19-04-2025,SMS,Accepted,Yes
RTC0000535,C0001569,Win-Back Drive,Annual Plan Discount,22-03-2026,Call,Declined,No
RTC0000536,C0001571,At-Risk Outreach,Annual Plan Discount,30-03-2026,App,No Response,Yes
RTC0000537,C0001572,Renewal Nudge,Cashback Voucher,26-10-2025,Email,Declined,No
RTC0000538,C0001579,Renewal Nudge,Priority Support,19-03-2025,WhatsApp,Declined,Yes
RTC0000539,C0001584,Value Retention,Cashback Voucher,18-09-2025,WhatsApp,No Response,Yes
RTC0000540,C0001590,Value Retention,Extra Data 50GB,04-06-2025,WhatsApp,Accepted,Yes
RTC0000541,C0001601,Renewal Nudge,Bill Waiver,20-08-2025,Call,Accepted,No
RTC0000542,C0001603,Value Retention,Annual Plan Discount,04-05-2025,App,Accepted,Yes
RTC0000543,C0001604,Renewal Nudge,Annual Plan Discount,06-01-2025,Email,No Response,No
RTC0000544,C0001608,Renewal Nudge,Loyalty Discount 10%,02-07-2025,SMS,Declined,No
RTC0000545,C0001609,Renewal Nudge,Plan Upgrade Offer,10-03-2026,Call,Declined,No
