complaint_id,customer_id,complaint_date,complaint_type,severity,status,resolution_date
CMP00000350,C0000444,14-11-2016,Customer Service,Moderate,Resolved,21-11-2016
CMP00000351,C0000445,11-10-2015,Recharge Not Credited,Major,Resolved,15-10-2015
CMP00000352,C0000446,25-09-2015,Data Speed,Major,Unresolved,
CMP00000353,C0000446,13-12-2014,Recharge Not Credited,Minor,Resolved,15-12-2014
CMP00000354,C0000447,27-02-2017,Network Coverage,Moderate,Resolved,09-03-2017
CMP00000355,C0000448,06-02-2017,Connection Down,Moderate,Resolved,14-02-2017
CMP00000356,C0000450,02-12-2018,Data Speed,Moderate,Resolved,08-12-2018
CMP00000357,C0000451,05-08-2024,Data Speed,Moderate,Resolved,12-08-2024
CMP00000358,C0000452,18-05-2018,Service Quality,Minor,Resolved,24-05-2018
CMP00000359,C0000453,31-07-2022,Network Coverage,Severe,Unresolved,
CMP00000360,C0000453,19-03-2022,Customer Service,Moderate,Resolved,21-03-2022
CMP00000361,C0000455,02-07-2014,Network Coverage,Major,Resolved,11-07-2014
CMP00000362,C0000457,29-06-2025,Data Speed,Major,Resolved,07-07-2025
CMP00000363,C0000459,03-05-2016,Connection Down,Major,Resolved,05-05-2016
CMP00000364,C0000459,31-12-2018,Customer Service,Minor,Resolved,07-01-2019
CMP00000365,C0000460,11-09-2023,Recharge Not Credited,Moderate,Resolved,20-09-2023
CMP00000366,C0000461,14-10-2025,Connection Down,Moderate,Unresolved,
CMP00000367,C0000461,08-09-2020,Service Quality,Minor,Resolved,16-09-2020
CMP00000368,C0000462,01-09-2024,Network Coverage,Major,Resolved,03-09-2024
CMP00000369,C0000463,20-10-2022,Connection Down,Major,Unresolved,
CMP00000370,C0000465,16-01-2017,Customer Service,Minor,Unresolved,
CMP00000371,C0000465,08-05-2014,Connection Down,Major,Unresolved,
CMP00000372,C0000467,10-08-2015,Wrongful Charge,Severe,Resolved,17-08-2015
CMP00000373,C0000469,26-03-2025,Network Coverage,Moderate,Unresolved,
CMP00000374,C0000469,20-04-2015,Network Coverage,Moderate,Resolved,30-04-2015
CMP00000375,C0000470,05-05-2019,Billing Error,Moderate,Resolved,05-05-2019
CMP00000376,C0000472,18-07-2020,Service Quality,Minor,Resolved,20-07-2020
CMP00000377,C0000475,15-07-2023,Connection Down,Moderate,Unresolved,
CMP00000378,C0000475,16-04-2015,Connection Down,Minor,Resolved,25-04-2015
CMP00000379,C0000476,03-02-2025,Customer Service,Minor,Resolved,06-02-2025
CMP00000380,C0000476,09-12-2014,Recharge Not Credited,Minor,Resolved,10-12-2014
CMP00000381,C0000476,13-02-2016,Customer Service,Moderate,Resolved,18-02-2016
CMP00000382,C0000477,06-05-2023,Service Quality,Minor,Resolved,15-05-2023
CMP00000383,C0000479,10-12-2016,Wrongful Charge,Minor,Resolved,15-12-2016
CMP00000384,C0000480,12-04-2016,Recharge Not Credited,Moderate,Resolved,16-04-2016
CMP00000385,C0000481,16-05-2025,Billing Error,Major,Unresolved,
CMP00000386,C0000481,22-10-2024,Network Coverage,Major,Resolved,27-10-2024
CMP00000387,C0000485,07-01-2023,Connection Down,Minor,Unresolved,
CMP00000388,C0000486,12-04-2016,Wrongful Charge,Minor,Resolved,15-04-2016
CMP00000389,C0000489,28-02-2018,Customer Service,Major,Unresolved,
CMP00000390,C0000491,29-05-2018,Service Quality,Severe,Resolved,03-06-2018
CMP00000391,C0000493,21-04-2014,Connection Down,Severe,Unresolved,
CMP00000392,C0000494,06-08-2020,Wrongful Charge,Major,Unresolved,
CMP00000393,C0000494,30-03-2024,Wrongful Charge,Severe,Unresolved,
CMP00000394,C0000494,06-05-2022,Recharge Not Credited,Major,Resolved,10-05-2022
CMP00000395,C0000496,14-01-2026,Wrongful Charge,Minor,Unresolved,
CMP00000396,C0000496,30-05-2020,Data Speed,Major,Resolved,06-06-2020
CMP00000397,C0000496,15-05-2014,Customer Service,Moderate,Resolved,17-05-2014
CMP00000398,C0000498,31-10-2015,Wrongful Charge,Minor,Resolved,02-11-2015
CMP00000399,C0000500,16-01-2019,Recharge Not Credited,Minor,Unresolved,
CMP00000400,C0000502,22-06-2015,Service Quality,Minor,Resolved,26-06-2015
CMP00000401,C0000502,31-07-2015,Connection Down,Moderate,Resolved,05-08-2015
CMP00000402,C0000503,13-05-2014,Network Coverage,Moderate,Resolved,13-05-2014
CMP00000403,C0000505,06-02-2019,Service Quality,Moderate,Unresolved,
CMP00000404,C0000506,04-06-2017,Customer Service,Moderate,Resolved,09-06-2017
CMP00000405,C0000507,10-06-2017,Wrongful Charge,Major,Unresolved,
CMP00000406,C0000507,09-01-2015,Network Coverage,Moderate,Resolved,13-01-2015
CMP00000407,C0000511,05-12-2014,Connection Down,Major,Resolved,12-12-2014
CMP00000408,C0000512,07-12-2025,Connection Down,Moderate,Unresolved,
CMP00000409,C0000512,26-12-2018,Wrongful Charge,Severe,Unresolved,
CMP00000410,C0000513,28-07-2014,Data Speed,Minor,Unresolved,
CMP00000411,C0000514,20-07-2015,Billing Error,Major,Resolved,25-07-2015
CMP00000412,C0000516,22-10-2024,Service Quality,Moderate,Resolved,22-10-2024
CMP00000413,C0000516,09-05-2014,Customer Service,Moderate,Resolved,09-05-2014
CMP00000414,C0000519,12-10-2025,Customer Service,Moderate,Unresolved,
CMP00000415,C0000519,14-07-2020,Recharge Not Credited,Severe,Resolved,23-07-2020
CMP00000416,C0000519,28-04-2024,Billing Error,Major,Resolved,28-04-2024
CMP00000417,C0000519,15-11-2014,Customer Service,Moderate,Resolved,21-11-2014
CMP00000418,C0000522,20-03-2017,Wrongful Charge,Major,Unresolved,
CMP00000419,C0000524,09-04-2014,Recharge Not Credited,Moderate,Resolved,10-04-2014
CMP00000420,C0000528,06-07-2025,Data Speed,Major,Unresolved,
CMP00000421,C0000531,15-10-2019,Service Quality,Major,Unresolved,
CMP00000422,C0000532,02-01-2019,Data Speed,Moderate,Unresolved,
CMP00000423,C0000532,01-09-2019,Network Coverage,Moderate,Resolved,03-09-2019
CMP00000424,C0000532,17-08-2018,Billing Error,Minor,Resolved,25-08-2018
CMP00000425,C0000533,20-01-2025,Wrongful Charge,Moderate,Resolved,26-01-2025
CMP00000426,C0000533,15-03-2026,Recharge Not Credited,Major,Resolved,24-03-2026
CMP00000427,C0000534,27-10-2022,Customer Service,Moderate,Unresolved,
CMP00000428,C0000534,12-11-2023,Wrongful Charge,Minor,Resolved,16-11-2023
CMP00000429,C0000537,08-09-2022,Wrongful Charge,Minor,Unresolved,
CMP00000430,C0000540,12-05-2024,Data Speed,Major,Resolved,14-05-2024
CMP00000431,C0000541,28-10-2019,Wrongful Charge,Minor,Unresolved,
CMP00000432,C0000541,08-10-2021,Wrongful Charge,Moderate,Unresolved,
CMP00000433,C0000541,28-09-2018,Billing Error,Minor,Resolved,05-10-2018
CMP00000434,C0000542,05-08-2021,Network Coverage,Major,Unresolved,
CMP00000435,C0000542,31-05-2017,Recharge Not Credited,Moderate,Resolved,01-06-2017
CMP00000436,C0000544,12-02-2017,Service Quality,Minor,Unresolved,
CMP00000437,C0000544,18-12-2014,Connection Down,Major,Resolved,21-12-2014
CMP00000438,C0000546,28-12-2018,Service Quality,Major,Unresolved,
CMP00000439,C0000547,05-07-2022,Network Coverage,Minor,Resolved,10-07-2022
CMP00000440,C0000548,10-03-2014,Service Quality,Moderate,Unresolved,
CMP00000441,C0000548,23-01-2014,Recharge Not Credited,Moderate,Resolved,24-01-2014
CMP00000442,C0000550,25-03-2021,Network Coverage,Moderate,Resolved,28-03-2021
CMP00000443,C0000551,05-04-2017,Connection Down,Minor,Resolved,15-04-2017
CMP00000444,C0000552,20-02-2021,Service Quality,Minor,Unresolved,
CMP00000445,C0000553,25-01-2016,Network Coverage,Moderate,Unresolved,
CMP00000446,C0000553,19-03-2019,Connection Down,Major,Unresolved,
CMP00000447,C0000553,28-05-2014,Recharge Not Credited,Moderate,Resolved,02-06-2014
CMP00000448,C0000555,30-04-2020,Connection Down,Minor,Unresolved,
CMP00000449,C0000556,09-08-2019,Service Quality,Moderate,Resolved,15-08-2019
CMP00000450,C0000557,23-08-2015,Customer Service,Moderate,Resolved,27-08-2015
CMP00000451,C0000562,22-09-2022,Customer Service,Minor,Resolved,28-09-2022
CMP00000452,C0000564,04-04-2020,Network Coverage,Major,Unresolved,
CMP00000453,C0000564,02-02-2015,Connection Down,Moderate,Resolved,03-02-2015
CMP00000454,C0000566,07-05-2015,Network Coverage,Moderate,Unresolved,
CMP00000455,C0000566,12-04-2019,Network Coverage,Major,Resolved,20-04-2019
CMP00000456,C0000567,08-07-2017,Service Quality,Major,Resolved,13-07-2017
CMP00000457,C0000568,16-01-2014,Network Coverage,Minor,Resolved,20-01-2014
CMP00000458,C0000568,16-05-2022,Service Quality,Moderate,Resolved,21-05-2022
CMP00000459,C0000571,07-05-2019,Data Speed,Minor,Unresolved,
CMP00000460,C0000571,01-09-2014,Data Speed,Major,Unresolved,
CMP00000461,C0000573,22-04-2024,Service Quality,Moderate,Unresolved,
CMP00000462,C0000573,20-10-2017,Connection Down,Major,Resolved,27-10-2017
CMP00000463,C0000573,11-04-2015,Data Speed,Minor,Resolved,21-04-2015
CMP00000464,C0000574,18-10-2017,Customer Service,Minor,Resolved,25-10-2017
CMP00000465,C0000580,06-07-2025,Customer Service,Major,Unresolved,
CMP00000466,C0000580,28-12-2016,Recharge Not Credited,Minor,Unresolved,
CMP00000467,C0000581,28-09-2018,Customer Service,Minor,Resolved,01-10-2018
CMP00000468,C0000582,31-05-2016,Service Quality,Minor,Unresolved,
CMP00000469,C0000582,04-11-2021,Billing Error,Major,Resolved,06-11-2021
CMP00000470,C0000586,12-01-2022,Billing Error,Severe,Unresolved,
CMP00000471,C0000587,10-07-2023,Recharge Not Credited,Major,Resolved,16-07-2023
CMP00000472,C0000589,03-05-2024,Network Coverage,Moderate,Resolved,08-05-2024
CMP00000473,C0000590,18-05-2025,Customer Service,Minor,Unresolved,
CMP00000474,C0000590,04-02-2018,Recharge Not Credited,Moderate,Resolved,12-02-2018
CMP00000475,C0000594,11-11-2016,Data Speed,Minor,Resolved,15-11-2016
CMP00000476,C0000596,25-01-2017,Data Speed,Severe,Unresolved,
CMP00000477,C0000596,13-09-2014,Wrongful Charge,Minor,Unresolved,
CMP00000478,C0000598,15-06-2020,Recharge Not Credited,Major,Resolved,16-06-2020
CMP00000479,C0000599,19-03-2015,Network Coverage,Minor,Resolved,25-03-2015
CMP00000480,C0000600,23-05-2020,Connection Down,Moderate,Unresolved,
CMP00000481,C0000603,21-04-2014,Billing Error,Major,Unresolved,
CMP00000482,C0000603,04-02-2016,Billing Error,Moderate,Resolved,06-02-2016
CMP00000483,C0000603,24-04-2015,Wrongful Charge,Severe,Resolved,02-05-2015
CMP00000484,C0000603,11-11-2014,Data Speed,Major,Resolved,14-11-2014
CMP00000485,C0000609,31-07-2022,Service Quality,Major,Resolved,06-08-2022
CMP00000486,C0000610,12-05-2014,Wrongful Charge,Moderate,Unresolved,
CMP00000487,C0000610,27-01-2020,Connection Down,Major,Resolved,29-01-2020
CMP00000488,C0000610,06-03-2025,Service Quality,Major,Resolved,15-03-2025
CMP00000489,C0000611,20-05-2014,Customer Service,Moderate,Unresolved,
CMP00000490,C0000612,21-10-2016,Wrongful Charge,Moderate,Unresolved,
CMP00000491,C0000614,22-11-2020,Wrongful Charge,Minor,Resolved,25-11-2020
CMP00000492,C0000614,25-07-2019,Connection Down,Moderate,Resolved,04-08-2019
CMP00000493,C0000617,06-04-2022,Wrongful Charge,Major,Unresolved,
CMP00000494,C0000618,29-11-2016,Billing Error,Moderate,Resolved,03-12-2016
CMP00000495,C0000618,07-01-2019,Connection Down,Moderate,Resolved,11-01-2019
CMP00000496,C0000620,02-10-2025,Billing Error,Moderate,Resolved,05-10-2025
CMP00000497,C0000622,08-03-2025,Service Quality,Minor,Resolved,13-03-2025
CMP00000498,C0000623,28-11-2025,Service Quality,Major,Unresolved,
CMP00000499,C0000623,27-09-2019,Connection Down,Minor,Unresolved,
CMP00000500,C0000629,18-05-2019,Customer Service,Moderate,Resolved,22-05-2019
CMP00000501,C0000631,10-03-2015,Service Quality,Moderate,Unresolved,
CMP00000502,C0000632,30-09-2016,Network Coverage,Minor,Unresolved,
CMP00000503,C0000633,14-05-2014,Billing Error,Moderate,Resolved,19-05-2014
CMP00000504,C0000636,17-02-2022,Data Speed,Moderate,Unresolved,
CMP00000505,C0000636,18-03-2020,Billing Error,Moderate,Unresolved,
CMP00000506,C0000638,16-08-2017,Recharge Not Credited,Major,Unresolved,
CMP00000507,C0000640,05-10-2017,Service Quality,Major,Resolved,07-10-2017
CMP00000508,C0000641,29-03-2024,Wrongful Charge,Moderate,Resolved,31-03-2024
CMP00000509,C0000642,01-05-2024,Service Quality,Moderate,Unresolved,
CMP00000510,C0000642,06-02-2021,Billing Error,Minor,Unresolved,
CMP00000511,C0000644,26-11-2019,Customer Service,Severe,Unresolved,
CMP00000512,C0000645,30-11-2024,Data Speed,Major,Unresolved,
CMP00000513,C0000646,24-08-2015,Wrongful Charge,Moderate,Unresolved,
CMP00000514,C0000646,04-04-2015,Wrongful Charge,Major,Unresolved,
CMP00000515,C0000649,03-12-2020,Billing Error,Major,Unresolved,
CMP00000516,C0000650,19-03-2023,Billing Error,Moderate,Unresolved,
CMP00000517,C0000651,08-03-2021,Connection Down,Major,Unresolved,
CMP00000518,C0000654,29-02-2016,Network Coverage,Moderate,Resolved,08-03-2016
CMP00000519,C0000654,30-11-2024,Service Quality,Moderate,Resolved,04-12-2024
CMP00000520,C0000654,12-08-2021,Service Quality,Minor,Resolved,20-08-2021
CMP00000521,C0000655,20-03-2018,Data Speed,Major,Resolved,27-03-2018
CMP00000522,C0000659,24-10-2018,Service Quality,Moderate,Unresolved,
CMP00000523,C0000660,19-12-2017,Wrongful Charge,Minor,Resolved,24-12-2017
CMP00000524,C0000661,23-07-2017,Service Quality,Major,Resolved,30-07-2017
CMP00000525,C0000663,25-01-2017,Recharge Not Credited,Moderate,Unresolved,
CMP00000526,C0000664,23-03-2021,Billing Error,Minor,Resolved,25-03-2021
CMP00000527,C0000667,22-02-2014,Billing Error,Moderate,Resolved,01-03-2014
CMP00000528,C0000669,04-11-2023,Data Speed,Minor,Unresolved,
CMP00000529,C0000669,03-05-2024,Connection Down,Minor,Resolved,04-05-2024
CMP00000530,C0000671,06-04-2021,Network Coverage,Minor,Resolved,11-04-2021
CMP00000531,C0000671,24-04-2019,Data Speed,Major,Resolved,27-04-2019
CMP00000532,C0000672,18-10-2018,Customer Service,Minor,Unresolved,
CMP00000533,C0000672,24-06-2017,Data Speed,Moderate,Resolved,24-06-2017
CMP00000534,C0000673,23-05-2024,Wrongful Charge,Moderate,Unresolved,
CMP00000535,C0000673,23-12-2021,Wrongful Charge,Moderate,Unresolved,
CMP00000536,C0000674,30-07-2024,Data Speed,Major,Unresolved,
CMP00000537,C0000674,12-09-2019,Data Speed,Major,Unresolved,
CMP00000538,C0000674,01-06-2022,Connection Down,Moderate,Resolved,02-06-2022
CMP00000539,C0000676,05-01-2024,Billing Error,Major,Unresolved,
CMP00000540,C0000678,24-03-2015,Data Speed,Moderate,Unresolved,
CMP00000541,C0000678,08-11-2017,Service Quality,Minor,Unresolved,
CMP00000542,C0000678,16-07-2025,Connection Down,Minor,Unresolved,
CMP00000543,C0000679,08-04-2023,Data Speed,Major,Unresolved,
CMP00000544,C0000680,19-05-2021,Data Speed,Moderate,Resolved,20-05-2021
CMP00000545,C0000685,28-09-2023,Data Speed,Minor,Unresolved,
CMP00000546,C0000685,07-08-2015,Customer Service,Minor,Resolved,12-08-2015
CMP00000547,C0000685,12-03-2020,Connection Down,Major,Resolved,15-03-2020
CMP00000548,C0000689,05-11-2016,Connection Down,Major,Resolved,08-11-2016
CMP00000549,C0000690,11-02-2022,Service Quality,Moderate,Resolved,14-02-2022
CMP00000550,C0000691,10-12-2023,Billing Error,Minor,Unresolved,
CMP00000551,C0000691,30-09-2019,Network Coverage,Minor,Resolved,04-10-2019
CMP00000552,C0000694,04-09-2023,Service Quality,Minor,Unresolved,
CMP00000553,C0000694,18-09-2014,Wrongful Charge,Major,Resolved,18-09-2014
CMP00000554,C0000694,13-07-2022,Data Speed,Severe,Resolved,22-07-2022
CMP00000555,C0000696,08-02-2015,Billing Error,Minor,Unresolved,
CMP00000556,C0000699,04-07-2022,Billing Error,Moderate,Unresolved,
CMP00000557,C0000700,02-11-2014,Network Coverage,Severe,Resolved,06-11-2014
CMP00000558,C0000702,09-05-2021,Connection Down,Minor,Resolved,19-05-2021
CMP00000559,C0000702,08-03-2026,Data Speed,Major,Resolved,14-03-2026
CMP00000560,C0000703,01-06-2018,Recharge Not Credited,Moderate,Resolved,01-06-2018
CMP00000561,C0000703,20-07-2023,Wrongful Charge,Moderate,Resolved,29-07-2023
CMP00000562,C0000704,14-11-2018,Recharge Not Credited,Minor,Unresolved,
CMP00000563,C0000704,21-05-2022,Service Quality,Major,Unresolved,
CMP00000564,C0000706,11-10-2023,Data Speed,Major,Resolved,14-10-2023
CMP00000565,C0000706,29-08-2019,Billing Error,Severe,Resolved,02-09-2019
CMP00000566,C0000707,16-12-2015,Recharge Not Credited,Moderate,Resolved,17-12-2015
CMP00000567,C0000710,10-08-2017,Data Speed,Moderate,Resolved,17-08-2017
CMP00000568,C0000713,08-04-2025,Connection Down,Major,Unresolved,
CMP00000569,C0000715,18-06-2023,Connection Down,Minor,Resolved,21-06-2023
CMP00000570,C0000715,06-07-2021,Data Speed,Moderate,Resolved,11-07-2021
CMP00000571,C0000715,22-05-2017,Network Coverage,Major,Resolved,26-05-2017
CMP00000572,C0000717,06-08-2024,Network Coverage,Severe,Unresolved,
CMP00000573,C0000717,15-09-2018,Data Speed,Major,Resolved,15-09-2018
CMP00000574,C0000718,17-03-2021,Recharge Not Credited,Moderate,Unresolved,
CMP00000575,C0000724,23-05-2024,Service Quality,Severe,Resolved,30-05-2024
CMP00000576,C0000725,22-09-2025,Connection Down,Moderate,Resolved,30-09-2025
CMP00000577,C0000727,07-11-2024,Service Quality,Major,Unresolved,
CMP00000578,C0000730,21-10-2024,Recharge Not Credited,Major,Unresolved,
CMP00000579,C0000730,27-04-2021,Data Speed,Moderate,Unresolved,
CMP00000580,C0000730,28-05-2017,Service Quality,Minor,Resolved,02-06-2017
CMP00000581,C0000730,07-12-2020,Billing Error,Major,Resolved,15-12-2020
CMP00000582,C0000730,19-10-2021,Recharge Not Credited,Minor,Resolved,24-10-2021
CMP00000583,C0000731,16-08-2022,Billing Error,Moderate,Unresolved,
CMP00000584,C0000734,21-12-2023,Customer Service,Major,Resolved,26-12-2023
CMP00000585,C0000737,21-12-2014,Customer Service,Major,Resolved,24-12-2014
CMP00000586,C0000738,24-06-2025,Wrongful Charge,Minor,Resolved,01-07-2025
CMP00000587,C0000739,12-04-2025,Service Quality,Major,Unresolved,
CMP00000588,C0000740,08-07-2022,Service Quality,Major,Unresolved,
CMP00000589,C0000743,03-11-2020,Network Coverage,Minor,Unresolved,
CMP00000590,C0000745,03-01-2026,Data Speed,Moderate,Unresolved,
CMP00000591,C0000747,12-10-2021,Network Coverage,Moderate,Resolved,21-10-2021
CMP00000592,C0000748,12-11-2025,Service Quality,Moderate,Unresolved,
CMP00000593,C0000749,02-11-2014,Data Speed,Severe,Unresolved,
CMP00000594,C0000749,12-12-2020,Service Quality,Minor,Resolved,17-12-2020
CMP00000595,C0000750,20-05-2016,Billing Error,Moderate,Unresolved,
CMP00000596,C0000751,29-08-2021,Data Speed,Major,Resolved,02-09-2021
CMP00000597,C0000753,23-09-2015,Wrongful Charge,Moderate,Unresolved,
CMP00000598,C0000753,06-03-2023,Network Coverage,Minor,Resolved,07-03-2023
CMP00000599,C0000756,19-11-2018,Recharge Not Credited,Major,Resolved,19-11-2018
CMP00000600,C0000757,16-01-2021,Customer Service,Major,Unresolved,
CMP00000601,C0000760,21-09-2025,Service Quality,Moderate,Resolved,27-09-2025
CMP00000602,C0000762,10-02-2017,Connection Down,Minor,Unresolved,
CMP00000603,C0000763,01-04-2020,Recharge Not Credited,Major,Unresolved,
CMP00000604,C0000763,13-06-2015,Data Speed,Moderate,Unresolved,
CMP00000605,C0000765,21-09-2025,Network Coverage,Minor,Unresolved,
CMP00000606,C0000766,21-07-2018,Recharge Not Credited,Major,Resolved,28-07-2018
CMP00000607,C0000767,28-11-2014,Customer Service,Minor,Unresolved,
CMP00000608,C0000768,29-01-2015,Customer Service,Minor,Unresolved,
CMP00000609,C0000768,13-05-2019,Billing Error,Severe,Resolved,18-05-2019
CMP00000610,C0000770,30-03-2019,Service Quality,Moderate,Resolved,06-04-2019
CMP00000611,C0000771,12-03-2014,Billing Error,Minor,Resolved,21-03-2014
CMP00000612,C0000772,29-12-2015,Network Coverage,Moderate,Unresolved,
CMP00000613,C0000774,07-11-2014,Recharge Not Credited,Minor,Unresolved,
CMP00000614,C0000775,14-01-2018,Recharge Not Credited,Severe,Unresolved,
CMP00000615,C0000776,27-05-2020,Billing Error,Moderate,Unresolved,
CMP00000616,C0000777,13-12-2018,Billing Error,Minor,Unresolved,
CMP00000617,C0000777,29-05-2017,Network Coverage,Moderate,Unresolved,
CMP00000618,C0000778,02-05-2015,Network Coverage,Minor,Resolved,12-05-2015
CMP00000619,C0000779,14-12-2016,Network Coverage,Moderate,Resolved,17-12-2016
CMP00000620,C0000781,29-03-2023,Wrongful Charge,Minor,Resolved,06-04-2023
CMP00000621,C0000784,14-02-2023,Connection Down,Moderate,Unresolved,
CMP00000622,C0000785,04-07-2023,Network Coverage,Moderate,Unresolved,
CMP00000623,C0000785,21-01-2021,Connection Down,Major,Resolved,26-01-2021
CMP00000624,C0000785,25-04-2016,Recharge Not Credited,Minor,Resolved,01-05-2016
CMP00000625,C0000786,27-05-2024,Connection Down,Moderate,Resolved,31-05-2024
CMP00000626,C0000787,31-05-2024,Recharge Not Credited,Minor,Resolved,31-05-2024
CMP00000627,C0000788,21-03-2018,Recharge Not Credited,Major,Resolved,22-03-2018
